"Campo","Extração"
"Título","A Multi-Agent System for Cybersecurity Threat Detection and Correlation Using Large Language Models"
"Autores","Yasser Hmimou; Mohamed Tabaa; Azeddine Khiat; Zineb Hidila"
"Ano e Veículo","2025; IEEE Access, vol. 13 (publicado em 25 de agosto de 2025; DOI 10.1109/ACCESS.2025.3602681)"
"Problema Central Abordado","IDS tradicionais baseados em regras e tools baseadas em assinaturas detectam ameaças conhecidas, mas carecem de compreensão contextual e interpretação semântica, criando ""a critical gap in detecting coordinated or subtle attack patterns that span multiple systems and domains"" (p. ex., spear-phishing, APTs, ataques multiestágio); a detecção em silos não consegue correlacionar indicadores entre e-mail, logs e comunicações IP (Abstract, p. 1; Sec. I, p. 2)"
"Solução Proposta / Papel da Agentic AI","Arquitetura multiagente modular orientada por workflow com quatro camadas: um agente task dispatcher (validação de entrada, classificação de tarefas, roteamento assíncrono), três agentes especializados — verificação de e-mail (similaridade vetorial FAISS, RegEx, tldextract, dns.resolver + RAG), analisador de logs (normalização com ELK stack, assinaturas Suricata + interpretação contextual por LLM, módulo de memória), analisador de faixas de IP (Nmap, consulta a NVD/CVE + explicação de risco por LLM) — e um sistema central de recomendação contextual que normaliza as saídas dos agentes, aplica correspondência de entidades por RegEx e correlação temporal, atribui confiança de correlação e sintetiza relatórios narrativos de ameaças; todos os agentes usam LLaMA 3.3-70B via API da Groq com prompting chain-of-thought e RAG seletivo; os LLMs atuam como processadores semânticos determinísticos orientados por prompt, ""not as autonomous decision makers"", mantendo analistas humanos na supervisão (Sec. III, pp. 4-8; Sec. IV-A/D, pp. 8, 10-11; Sec. VI, p. 15)"
"Metodologia","Implementação de protótipo com avaliação experimental controlada em dois estágios: (1) validação independente dos agentes em datasets de domínio — corpus público SpamAssassin (~6.000 e-mails rotulados), ~2.000 e-mails de phishing sintéticos gerados por LLM (não públicos), logs do CIC-IDS 2017 e um ambiente de VMs simulado com serviços vulneráveis para varredura de IP; (2) teste do pipeline integrado em 60 tarefas anonimizadas de datasets mistos cujos relatórios finais foram avaliados por três analistas humanos cegos ao ground truth (clareza, confiabilidade, utilidade, tempo economizado vs. inspeção manual); métricas: accuracy, precision, recall, F1, FPR, acurácia de correlação, redução do tempo de resposta do analista (Sec. IV-C, pp. 9-10; Sec. V-A/B, pp. 11-13)"
"Impacto nas Métricas de MTTD e MTTR","MTTD e MTTR não são medidos nominalmente (Não especificado como métricas formais); resultados adjacentes de tratamento de incidentes: o tempo de triagem do analista ""decreased by 38.5% on average due to clear, contextual explanations""; alertas falso-positivos reduzidos em 41,3% em relação a um baseline de SIEM tradicional (proxy de fadiga de alertas); a confiança do analista atingiu média de 4,6 em escala de 5 pontos; afirma-se que as saídas aceleram ""informed decision-making and incident response"" (Sec. V-B, pp. 12-13; Fig. 10, p. 14; Sec. III-E, p. 8)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Pipeline completo: 93,6% de acurácia de detecção, 87,0% de acurácia de correlação multiagente, F1 score 0,94, superando 12 sistemas LLM/multiagente comparados; acurácia de classificação por agente 91,8%-94,1%; mais de 90% das explicações geradas por LLM foram julgadas tecnicamente válidas e úteis (agente de IP com maior sucesso de explicação, 93,2%; analisador de logs com desempenho inferior em FPR); na maioria das 60 tarefas, dois ou mais agentes contribuíram conjuntamente para a decisão final; a API de inferência da Groq ""significantly reduces latency and computational overhead compared to local deployments""; restringir os LLMs a workflows determinísticos é creditado com interpretabilidade, reprodutibilidade e redução de inconsistência entre módulos (Sec. V-B, pp. 12-14; Tables 5-7; Fig. 12, p. 15; Sec. III-B, p. 5)"
"Limitações / Trabalhos Futuros","Limitações: a dependência de tools/APIs de terceiros (Nmap, Groq) pode ""cause latency issues"" e tornar-se ponto único de falha; a geração de explicações por LLM adiciona custo computacional e potencial imprevisibilidade entre construções de prompt ou atualizações de modelo; datasets legados (SpamAssassin, CIC-IDS 2017) limitam a avaliação contra ameaças emergentes. Trabalhos futuros: entradas multimodais (anexos, links, payloads visuais), análise contínua de fluxos de logs em tempo real, implantação federada para infraestrutura distribuída/com restrições de privacidade, variantes de LLM mais leves para implantação em edge/baixa largura de banda, execução assíncrona e estratégias de resiliência (Sec. VI, p. 15)"
"Relevância para Minha Dissertação","Este artigo é um forte análogo arquitetural para um copiloto de Agentic AI em resposta a incidentes: agentes especializados aprimorados por LLM mais uma camada central de correlação espelham o loop detectar-correlacionar-explicar que impulsiona MTTD/MTTR. Suas reduções quantificadas de 38,5% no tempo de triagem do analista e de 41,3% em falso-positivos em relação a um baseline de SIEM são evidências diretamente reutilizáveis de que a correlação agêntica reduz a fadiga de alertas e o esforço de resolução, ainda que MTTD/MTTR não sejam medidos explicitamente. A escolha deliberada de projeto de LLMs restritos a workflow (não autônomos) com chain-of-thought, RAG e trilhas de auditoria completas de prompts/saídas oferece um padrão concreto de human-in-the-loop para um copiloto que a dissertação pode adotar. Seu protocolo de avaliação em dois estágios (validação por agente mais avaliação cega por analistas de 60 tarefas de ponta a ponta) é uma metodologia transferível para medir o impacto do copiloto nas métricas de incidentes."
"Pontuação de Relevância","Média — domínio adjacente de operações de segurança com um sistema multiagente LLM que quantifica reduções de tempo de triagem (38,5%) e de falso-positivos (41,3%), mas não mede diretamente MTTD ou MTTR."
"ID do Artigo","P28"
