"Campo","Extração"
"Título","Advancing Cyber Incident Timeline Analysis Through Retrieval-Augmented Generation and Large Language Models"
"Autores","Fatma Yasmine Loumachi; Mohamed Chahine Ghanem; Mohamed Amine Ferrag"
"Ano e Veículo","2025; Computers (periódico MDPI), vol. 14, artigo 67"
"Problema Central Abordado","A análise de timeline (cyber/forense) em investigações DFIR é demorada devido ao volume e à heterogeneidade dos artefatos e à dependência de múltiplas ferramentas especializadas isoladas; as soluções existentes apresentam timelines finais sem contexto semântico suficiente (apenas timestamps são correlacionados) e dificultam identificar e extrair evidências que sustentem alegações de causa raiz (Sec. 1 e Research Question, pp. 2-3)."
"Solução Proposta / Papel da Agentic AI","GenDFIR, um framework alimentado por LLM que integra Llama 3.1 8B em zero-shot com um agente RAG específico de contexto DFIR (Autonomous Context-Augmented Agent); a etapa 1 pré-processa eventos do incidente (artefatos em CSV) em uma base de conhecimento textual estruturada com chunking por evento; a etapa 2 gera embeddings dos eventos e da consulta do especialista DFIR com mxbai-embed-large, recupera os top-k eventos relevantes via cosine similarity, aplica filtragem contextual pelo papel do agente e enriquecimento baseado em attention, e um LLM decoder-based gera um relatório de análise de timeline legível por humanos; design human-in-the-loop: a consulta do especialista DFIR guia a identificação de evidências e a verificação humana em etapas-chave é declarada essencial (Sec. 3, pp. 9-18; Sec. 4.1, pp. 20-21; Sec. 5.2, p. 30)."
"Metodologia","Implementação de protótipo com experimento controlado em 6 cenários sintéticos de incidentes cibernéticos (SYN Flood, 30 eventos; Rhino Hunt, 8; Phishing Email-1, 15; Phishing Email-2, 20; DNS Spoof, 23; Unauthorised Access, 25), todos executados localmente (Python/PyTorch, NVIDIA GeForce RTX 4060 8 GB VRAM, CUDA 12.6; temperature = 0.1, max tokens = 2000, n = 1); saídas avaliadas com métricas adaptadas a DFIR (accuracy, relevance, exact match, top-k evidence retrieval) cruzadas com a base de conhecimento ground-truth, com apoio de avaliação humana; 20 prompts de relevância por cenário (240 prompts no total no repositório do projeto) (Sec. 4.2-4.3, pp. 21-22; Sec. 5.2, pp. 23-29)."
"Impacto nas Métricas de MTTD e MTTR","Not specified — MTTD/MTTR não são medidos; há apenas a alegação qualitativa de que o GenDFIR usa a compreensão contextual do LLM para ""accelerate and improve incident analysis, minimising reliance on manual intervention"" (Sec. 3.4, p. 17); a motivação cita investigadores gastando em média 45 h por caso no exame de evidências digitais (Sec. 1, p. 2); o desempenho do framework é reportado como Accuracy 95.52%, Relevance 94.51%, EM 100%, Top-K 100%, Overall 97.51% (Table 8, p. 32)."
"Impacto Geral em Agentic AI / Sistemas Multiagente","Um único agente RAG autônomo alimentado por LLM (não multiagente) atingiu 97.51% de desempenho geral nas métricas adaptadas; modos de falha observados incluem um timestamp fabricado (04:30 p.m.) no relatório do Phishing Email-1 e respostas falhas/parciais em alguns prompts de relevância (ex.: SYN Flood Prompt 4; Rhino Hunt Prompt 13 com 50%); a comparação de ferramentas mostra o GenDFIR como o único a produzir um relatório de timeline contextual completo vs. Splunk, FTK/Autopsy, Velociraptor e Timesketch; os autores afirmam que LLMs ""should not be regarded as fully autonomous systems"" e planejam agentes LLM autônomos especializados por tarefa (Sec. 5.2, pp. 24-25; Tables 8-9, p. 32; Sec. 6.2, p. 35; Sec. 6.3, p. 36)."
"Limitações / Trabalhos Futuros","Limitações: novidade da aplicação de LLMs à análise de timeline (poucas diretrizes/benchmarks); cenários sintéticos e simplificados, excluindo técnicas de anti-forensics; desafios de volume/heterogeneidade de dados e escalabilidade (limites de tokens, hardware); restrições de privacidade e segurança de dados (GDPR, NIS2); métodos de avaliação ainda manuais e considerados insuficientes pelos próprios autores; Trabalhos futuros: integrar dados de incidentes reais, implementar agentes LLM autônomos especializados em análise de timeline, correlação de evidências e identificação de causa raiz, desenvolver novas métricas de avaliação, adotar modelos maiores com limites de tokens mais altos e estender a IoT security, conformidade regulatória e processos legais (Sec. 6.1, pp. 33-35; Sec. 6.3, p. 36)."
"Relevância para Minha Dissertação","Este artigo oferece uma arquitetura concreta e reprodutível (LLM zero-shot + agente RAG específico de contexto + recuperação em base de conhecimento) para automatizar a correlação de eventos de incidentes e a reconstrução de timeline, tarefa diretamente análoga ao que um copilot de Agentic AI deve fazer durante a resposta a incidentes. Sua alegação qualitativa de acelerar a análise e minimizar intervenção manual alinha-se ao objetivo de redução de MTTD/MTTR, embora o artigo nunca operacionalize essas métricas. O protocolo de avaliação adaptado a DFIR (accuracy, relevance, exact match, top-k evidence contra base ground-truth, com verificação humana) é um modelo útil para avaliar a confiabilidade das saídas do copilot nos meus experimentos. Os modos de falha documentados (timestamp alucinado, respostas parciais) e a postura human-in-the-loop informam o design do nível de autonomia do copilot. Seu foco é forense DFIR e não operações SRE/AIOps, exigindo adaptação na transferência."
"Pontuação de Relevância","Medium — trabalho adjacente: um framework RAG/LLM de agente único que automatiza a análise de timeline de incidentes e alega qualitativamente investigações mais rápidas, mas não mede MTTD/MTTR."
"ID do Artigo","P78"
