"Campo","Extração"
"Título","Analysing the role of LLMs in cybersecurity incident management"
"Autores","Gavin Jones; Dimitrios Kasimatis; Nikolaos Pitropakis; Richard Macfarlane; William J. Buchanan"
"Ano e Veículo","2025; International Journal of Information Security (Springer), vol. 24, article 228; DOI 10.1007/s10207-025-01144-7"
"Problema Central Abordado","As organizações têm dificuldade em gerenciar ameaças cibernéticas cada vez mais sofisticadas, e o modelo linear tradicional de resposta a incidentes em cinco fases pode causar atrasos e falhar em gerenciar adequadamente incidentes complexos; o artigo investiga se IA generativa/LLMs podem efetivamente aprimorar os processos de resposta a incidentes de cibersegurança (Sec. 1, p. 1; Sec. 2.1, p. 2)"
"Solução Proposta / Papel da Agentic AI","Uma ferramenta construída sob medida atuando como um ""incident response assistant or copilot"": os detalhes do incidente fornecidos pelo usuário são encapsulados em um prompt fixo do framework CLEAR e enviados programaticamente a LLMs da OpenAI (gpt-3.5-turbo, gpt-4-0125-preview, gpt-4o, o1-preview) via API, que retornam passos de mitigação acionáveis; são usados três níveis crescentes de contexto — zero-shot (sem runbook), runbook generalizado NIST 800-61 e runbook mais exemplos de tratamento de incidentes anteriores; design de LLM único (não multiagente), com arquitetura cliente-servidor (cliente Python local, API em nuvem da OpenAI) e configurações padrão dos modelos; human-in-the-loop com aprovação de analista é recomendado para implantação (Sec. 4.1, pp. 4-5; Sec. 4.2.1, p. 5; Sec. 6.1.1, p. 11)"
"Metodologia","Experimento controlado: 10 cenários de incidentes inspirados no mundo real (DDoS, exfiltração de dados em nuvem, uso indevido por insider, ransomware com movimento lateral, comprometimento de aplicação web) mapeados ao longo do ciclo de vida NIST 800-61, executados contra 4 modelos da OpenAI sob 3 condições de contexto, cada um repetido 10 vezes — ""producing 1,200 model invocations in total""; a avaliação combinou métricas quantitativas (consistência via BERTScore, concisão e coerência baseadas em spaCy) e pontuação qualitativa LLM-as-a-judge pelo GPT-4o (relevância, clareza, terminologia específica de domínio, coerência lógica, cada uma de 1-10) (Sec. 4.1, p. 4; Sec. 4.3, pp. 6-7)"
"Impacto nas Métricas de MTTD e MTTR","Não especificado — nenhuma medição de MTTD, MTTR, fadiga de alertas ou tempo de resolução é reportada; os resultados são achados qualitativos de adequação por fase: GPT-4o e GPT-3.5 ""exhibit high clarity, consistency and coherence"", adequando-se a contenção, isolamento, erradicação e recuperação em tempo real, enquanto GPT-o1 e GPT-4 apoiam melhor a preparação e a análise pós-incidente; os autores adiam as métricas de tempo, propondo que estudos futuros ""employ quantitative metrics such as mean response time"" (Abstract, p. 1; Sec. 6, p. 10; Sec. 7, p. 12)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Estudo de copiloto LLM de agente único, não um sistema multiagente; o achado principal é que ""there is no single LLM that meets all the criteria required for every area"", motivando a especialização modelo-por-fase (e.g., GPT-4 o mais conciso, com 14.6 palavras/frase no estágio 2; GPT-3.5 o mais consistente, com BERTScore 0.4938, mas a menor coerência lógica julgada por LLM, 7.8; GPT-o1 com a maior relevância, ~9.1, e terminologia de domínio 9.2); limites de contexto de tokens e risco de alucinação restringem a implantação; o trabalho relacionado de resposta a incidentes com LLM multiagente (framework de tabletop AutoBnB, de Liu) é revisado como limitado a exercícios controlados; a mitigação de riscos prescreve aprovação human-in-the-loop, controle duplo para passos irreversíveis, rollout gradual em modo shadow/consultivo, logging de auditoria e acesso de menor privilégio (Sec. 3, p. 3; Sec. 5, pp. 8-10; Sec. 6, pp. 10-11; Appendix A, p. 12)"
"Limitações / Trabalhos Futuros","Limitações: a dependência de um único LLM juiz (GPT-4o) e de uma única rubrica fixa introduz viés; as pontuações qualitativas ""may not fully capture operational correctness""; restrições de janela de contexto de tokens (o GPT-3.5 tem metade da janela do GPT-4); apenas configurações padrão dos modelos; conjunto de modelos restrito à OpenAI; riscos éticos de desqualificação da força de trabalho e falsa sensação de segurança; Trabalhos futuros: avaliar outros modelos generativos, incluindo alternativas hospedadas localmente, experimentar RAG e métodos de consulta iterativa, usar entradas humanas manuais variadas para maior realismo, empregar métricas quantitativas como mean response time e avaliar a usabilidade das respostas com cenários e runbooks personalizados (Sec. 6, pp. 10-11; Sec. 7, p. 12)"
"Relevância para Minha Dissertação","Este artigo testa diretamente um ""copilot"" LLM para resposta a incidentes — o mesmo papel operacional que minha dissertação atribui à Agentic AI — e seu design de três níveis de contexto (zero-shot, runbook, runbook mais incidentes históricos) oferece um blueprint experimental reutilizável para avaliar a qualidade da orientação do copiloto durante a resposta. Seu achado de que diferentes modelos se adequam a diferentes fases do ciclo de vida (modelos rápidos/claros para contenção e recuperação vs. modelos de raciocínio para preparação e análise pós-incidente) informa a atribuição de papéis de agentes em um pipeline multiagente de MTTD/MTTR. Sua pilha de avaliação (BERTScore, concisão/coerência via spaCy, LLM-as-a-judge) e seus controles de mitigação de riscos human-in-the-loop são transferíveis para minha metodologia. Contudo, aborda incidentes de cibersegurança em vez de operações SRE/AIOps, é de agente único e mede qualidade da resposta em vez de MTTD/MTTR, deixando a lacuna de métricas de tempo visada pela minha dissertação — lacuna que os próprios autores sinalizam via ""mean response time"" como trabalho futuro."
"Pontuação de Relevância","Média — uma avaliação empírica de copiloto LLM para resposta a incidentes intimamente adjacente ao tema da dissertação, mas de agente único, focada em cibersegurança e sem qualquer medição de MTTD/MTTR ou de tempo de resolução"
"ID do Artigo","P34"
