"Campo","Extração"
"Título","The Rise of Agentic AI: A Review of Definitions, Frameworks, Architectures, Applications, Evaluation Metrics, and Challenges"
"Autores","Ajay Bandi; Bhavani Kongari; Roshini Naguru; Sahitya Pasnoor; Sri Vidya Vilipala"
"Ano e Veículo","2025; Future Internet (periódico MDPI), vol. 17, artigo 404"
"Problema Central Abordado","Os surveys existentes sobre Agentic AI cobrem apenas dimensões selecionadas, deixando ""standardized benchmarks, performance evaluation, and input-output modeling less developed""; o artigo aborda a falta de uma base estruturada e unificada para definir, arquitetar, avaliar e implantar sistemas de Agentic AI (Sec. 1.1, p. 3; Sec. 2, p. 6). É uma revisão geral de Agentic AI, não específica de operações de TI ou resposta a incidentes."
"Solução Proposta / Papel da Agentic AI","Uma revisão abrangente respondendo 7 RQs: taxonomia distinguindo Agentic AI de GenAI, MAS e computação autonômica (Sec. 3.1, pp. 7-10); comparação de frameworks baseados em LLM (LangChain, AutoGPT, BabyAGI, AutoGen, OpenAgents, CAMEL, MetaGPT, SuperAGI, TB-CSPN) quanto a planejamento, memória, reflexão, busca de objetivos e uso de ferramentas (Table 3, Sec. 3.2, pp. 10-12); componentes centrais (percepção, memória STM/LTM/episódica, planejamento, execução, reflexão, orquestração) (Sec. 3.3.1, pp. 13-14); cinco modelos arquiteturais: ReAct de agente único, supervisor/hierárquico, híbrido reativo-deliberativo, BDI, neuro-simbólico em camadas, com orquestração centralizada vs. descentralizada e portões de aprovação/guardrails human-in-the-loop (Sec. 3.3.2-3.3.4, pp. 14-21)."
"Metodologia","Revisão de literatura (survey): buscas no Library Search, ACM Digital Library, ScienceDirect, Google Scholar e Semantic Scholar com uma query definida; 143 estudos primários (publicados de 2005 em diante; mais de 90% de 2024-2025; 17% de conferências, 46% de periódicos, 28% de preprints) mais 21 artigos de survey/revisão classificados como L/M/H/NA em seis dimensões (Sec. 2, pp. 5-6; Tables A1-A3). Nenhum protocolo formal de SLR de Kitchenham (p. ex., tabela explícita de critérios de inclusão/exclusão ou avaliação de qualidade) é reportado."
"Impacto nas Métricas de MTTD e MTTR","Não aplicável (artigo de revisão; MTTD/MTTR nunca são medidos ou nomeados). Conteúdo qualitativo relacionado: Agentic AI para ""real-time incident detection, prediction, and resolution"" em operações de TI autônomas e automação de SOC (Table 5, Sec. 3.4, p. 23); entradas baseadas em alertas disparam ações autônomas de ""Tier 1 and Tier 2 Incident response actions"" (Sec. 3.5.11, p. 32); monitoramento de runtime/heartbeat, injeção de falhas e recuperação automatizada como métodos de teste (Sec. 3.6.1, p. 35). Único número adjacente: Task Completion Time para LangGraph, Autogen, GoEX ""averaged 12 ± 2 min TCT, which is a 34.2% improvement against traditional AI"" (Sec. 3.6.2, p. 37)."
"Impacto Geral em Agentic AI / Sistemas Multiagente","Trade-offs de arquitetura: ReAct oferece iteração rápida, mas ""little parallelism, weak long-horizon coordination""; supervisor/hierárquico escala, mas arrisca gargalo do supervisor/ponto único de falha; o híbrido exige design de arbitragem; a reflexão reduz alucinação ""while adding computational overhead"" (Sec. 3.3.2, pp. 14-17; Table 4, p. 21). Números reportados: LangGraph e CrewAI ""show around 94% accuracy in complex task execution""; Claude 3.5/LLaMa-3.2 com 96% de accuracy com cache de planos; ~94% de fidelidade a regras para agentes neuro-simbólicos; ECG AI com 96-97% de accuracy (Sec. 3.6.2, pp. 36-38). Modos de falha: rupturas de coordenação, latência de comunicação, falhas correlacionadas/conluio, falhas em cascata; ""Metrics for error recovery remain underdeveloped"" (Sec. 3.6.2, p. 38; Sec. 3.7, p. 39)."
"Limitações / Trabalhos Futuros","Desafios identificados: limites arquiteturais/técnicos na decomposição dinâmica de tarefas e no planejamento de longo prazo; questões éticas/de governança (""almost 78% of organizations reported problems with data safety""); atrasos de desempenho e de integração de ferramentas sem interfaces padronizadas; falhas de coordenação e sincronização multiagente; lacunas de transparência na interação humano-IA; riscos de segurança (ataques adversariais, data poisoning) (Sec. 3.7, pp. 38-40). Direções futuras: arquiteturas modulares, transparentes e escaláveis; secure-by-design, auditorias contínuas, guardrails; recuperação automática de erros via RL, replanejamento dinâmico, arquiteturas tolerantes a falhas (Sec. 3.6.2, p. 38; Sec. 4, pp. 40-41). Limitações da própria revisão: Não especificado."
"Relevância para Minha Dissertação","Esta revisão fornece a espinha dorsal conceitual da dissertação: definições precisas separando AI Agents, Agentic AI, MAS, GenAI e computação autonômica, mais cinco modelos arquiteturais (ReAct, supervisor/hierárquico, híbrido, BDI, neuro-simbólico) que podem enquadrar o design de um copiloto de resposta a incidentes. Sua pilha de componentes (planejamento, memória, reflexão, orquestração, portões de aprovação human-in-the-loop) e os trade-offs de orquestração centralizada vs. descentralizada mapeiam diretamente para escolhas de arquitetura de um copiloto de AIOps. O catálogo de métodos de teste (monitoramento em runtime, injeção de falhas, recuperação automatizada) e a classificação de métricas apoiam a construção de um plano de avaliação, embora o artigo nunca meça MTTD/MTTR, servindo assim como base conceitual/taxonomia e não como evidência empírica. Suas tabelas de aplicações também citam estudos de automação agêntica de SOC e detecção/resolução autônoma de incidentes de TI úteis para snowballing."
"Pontuação de Relevância","Média - uma referência ampla e de alta qualidade de taxonomia/arquitetura que tangencia operações de TI autônomas, resposta a incidentes e métricas de avaliação, mas não fornece medição de MTTD/MTTR nem experimento de gerenciamento de incidentes."
"ID do Artigo","P15"
