"Campo","Extração"
"Título","Transitioning from MLOps to LLMOps: Navigating the Unique Challenges of Large Language Models"
"Autores","Pahune, Saurabh; Akhtar, Zahid"
"Ano e Veículo","2025; Information (periódico MDPI), vol. 16, artigo 87; DOI 10.3390/info16020087"
"Problema Central Abordado","Muitas aplicações de ML não chegam à produção, e as técnicas tradicionais de MLOps não cobrem plenamente os desafios operacionais próprios dos LLMs — escalabilidade, segurança, considerações éticas e requisitos de infraestrutura; os autores observam que ""the industry currently prioritizes MLOps but ignores LLMOps"" e que persistem lacunas no tratamento dos desafios de LLMs (Sec. 1, pp. 1-3)."
"Solução Proposta / Papel da Agentic AI","Nenhum sistema agêntico é proposto; o artigo é uma revisão que caracteriza LLMOps como subcategoria especializada de MLOps, descrevendo um padrão de arquitetura LLMOps baseado em RAG (prompt do usuário -> embedding model -> vector database -> context augmentation -> saída do LLM), o framework de ciclo de vida 4D (Discover, Distill, Deploy, Deliver), supervisão Human-in-the-Loop (HITL) e avaliações comparativas de plataformas como LangChain, Hugging Face Transformers, DeepSpeed, Vertex AI e Azure Bot Service com OpenAI (Sec. 3.2, pp. 10-11; Sec. 3.4, pp. 12-13; Sec. 3.6, pp. 15-16)."
"Metodologia","Revisão narrativa de literatura (artigo classificado como ""Review""; não é revisão sistemática — sem protocolo de busca, dataset ou tamanho de amostra reportados); análise comparativa de conceitos, ciclos de vida e plataformas de MLOps, LLMOps e DevOps por meio de tabelas comparativas estruturadas (Tabelas 1-6) e seis questões norteadoras (Sec. 1, pp. 3-4; Secs. 2-5, pp. 4-22)."
"Impacto nas Métricas de MTTD e MTTR","Not applicable — artigo de revisão sem experimentos de resposta a incidentes; MTTD/MTTR, alert fatigue e tempo de resolução nunca são medidos; AIOps é apenas definido brevemente como uso de AI ""to automate IT operations tasks to improve system performance and optimize workflows (autoscaling, identifying anomalies, etc.)"" (Sec. 1, p. 3)."
"Impacto Geral em Agentic AI / Sistemas Multiagente","Sem resultados quantitativos agênticos/multiagente; apenas notas qualitativas: LangChain suporta ""interactive agent and prompt management"" e workflows baseados em agentes (Tabela 2, p. 15); LLM-Computer Interaction (LLMCI) combina LLMs com visão computacional para manipular elementos de UI e executar tarefas análogas a interações humanas (Sec. 3.5, p. 14); GitHub Copilot é citado como exemplo de assistência de programação baseada em LLM (Sec. 3.3, p. 11)."
"Limitações / Trabalhos Futuros","Questões em aberto: custos computacionais, imprecisões, tratamento de erros e vieses ao integrar LLMs em pipelines de CI/CD; dificuldade de capturar/reproduzir scripts de teste entre dispositivos e plataformas heterogêneos; trabalhos futuros: loops de feedback humano para melhorar as saídas, mitigação de vieses e questões éticas, fine-tuning com dados de domínio específico e melhores práticas para incorporar LLMs em pipelines de CI/CD (Sec. 6, pp. 22-23); os autores também apontam que suas próprias figuras omitem nuances como prompt engineering, model drift e LLMs multimodais (Secs. 2.1, 3.3, pp. 5, 11)."
"Relevância para Minha Dissertação","Esta revisão fornece a espinha dorsal operacional da dissertação: qualquer copiloto de Agentic AI para resposta a incidentes é um sistema LLM em produção, e o artigo mapeia as práticas de LLMOps (deployment, monitoramento, HITL, CI/CD, segurança) das quais tal copiloto depende. Sua Figura 1 situa explicitamente AIOps, MLOps e LLMOps por grau de especialização, oferecendo vocabulário para posicionar o copiloto como ferramenta de AIOps operada sob LLMOps. O padrão de arquitetura RAG e as comparações de plataformas (LangChain, Vertex AI) informam escolhas concretas de implementação do protótipo do copiloto. Contudo, não traz métricas de gestão de incidentes, sustentando o contexto de engenharia e não a base de evidências de MTTD/MTTR."
"Pontuação de Relevância","Medium — trabalho adjacente: cobre operações de LLM (LLMOps) e tangencia AIOps, mas não propõe abordagem agêntica de resposta a incidentes nem reporta medições de MTTD/MTTR."
"ID do Artigo","P74"
