"Campo","Extração"
"Título","A Research Landscape of Agentic AI and Large Language Models: Applications, Challenges and Future Directions"
"Autores","Sarfraz Brohi; Qurat-ul-ain Mastoi; N. Z. Jhanjhi; Thulasyammal Ramiah Pillai"
"Ano e Veículo","2025; Algorithms (periódico da MDPI), vol. 18, artigo 499; Recebido em 1 July 2025, Publicado em 11 August 2025"
"Problema Central Abordado","Uma notável falta de pesquisa revisada por pares na interseção entre LLMs e Agentic AI: nenhum estudo existente reúne os aspectos conceituais, técnicos e éticos de ambos em uma única análise coerente, incluindo como os desafios dos LLMs (segurança, privacidade, confiança, viés, desinformação, energia, alinhamento de valores, transparência) se propagam para sistemas autônomos de Agentic AI (Sec. 1, p. 4)"
"Solução Proposta / Papel da Agentic AI","Nenhum sistema é construído; o artigo propõe um panorama de pesquisa unificado e prospectivo. Enquadra a Agentic AI como alimentada por LLMs: o LLM é o núcleo de raciocínio que trata a decomposição de instruções e o diálogo por meio de uma camada orquestradora, enquanto agentes especializados (por exemplo, busca, filtragem, reservas) atuam por meio de uma External Services Layer de APIs e ferramentas (Sec. 1, Fig. 3, p. 3). Mapeia oito desafios de Agentic AI para direções de pesquisa: agentes Trustworthy, Aligned, Explainable, Collaborative, Memory-Aware, Cooperative, Safe e Accountable (Sec. 5, Tabela 2, p. 22), além de mecanismos human-in-the-loop e controle de iniciativa mista (mixed-initiative) para supervisão (Sec. 5.4, p. 23)"
"Metodologia","Scoping review estruturada com análise temática (não é uma revisão sistemática formal), método em quatro fases: busca no Google Scholar, Scopus e arXiv (inglês, 2020-2025) resultando em 327 documentos (142 Google Scholar, 110 Scopus, 75 arXiv), triados para 71 artigos mais 13 fontes manuais = 84 fontes finais; deduplicação no Zotero; análise de coocorrência de palavras-chave com VOSviewer 1.6.20 (Sec. 2, pp. 5-8). Complementada por demonstrações ilustrativas de pequena escala de viés e inclusividade cultural usando GPT-4o e DeepSeek-R1: três prompts reformulados por questão, por modelo, em três dias diferentes, via interfaces web públicas com configurações padrão (Sec. 4, pp. 12-13)"
"Impacto nas Métricas de MTTD e MTTR","Não aplicável (sem medições de MTTD/MTTR; revisão de panorama). Apenas afirmações qualitativas: em cibersegurança, agentes podem ""rapidly assess the situation, prioritise risks, and execute containment and remediation actions"" minimizando a disrupção operacional, e empresas como ReliaQuest e CrowdStrike implantam Agentic AI para automatizar tarefas de SOC, aumentar a precisão e acelerar os tempos de resposta (Sec. 3.3, p. 10); no atendimento ao cliente, sistemas de Agentic AI ""cut down response times"" (Sec. 3.6, p. 12)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Identifica que os desafios dos LLMs (segurança/privacidade/confiança, desinformação/uso indevido/viés, energia, desalinhamento de valores, explicabilidade) se propagam e se intensificam dentro da Agentic AI, e acrescenta oito desafios específicos do paradigma agêntico: segurança/privacidade/confiança, desalinhamento de objetivos, tomada de decisão opaca, supervisão humana limitada, gestão de contexto, coordenação multiagente, segurança de longo prazo, responsabilização ética/legal (Secs. 4-5, Tabelas 1-2, pp. 12, 22). Observa modos de falha de coordenação decorrentes de informação incompleta e lacunas de governança (Sec. 5.6, p. 24), deriva comportamental e acúmulo de erros ao longo do tempo (Sec. 5.7, p. 24), demandas extras de energia para coordenar múltiplos agentes (Sec. 4.3, p. 17), e relata que o Med-Flamingo alcançou ""up to a 20% improvement in diagnostic accuracy compared to prior models"" (Sec. 3.2, p. 10); as demonstrações de viés mostram divergência consistente entre as saídas do ChatGPT e do DeepSeek (Sec. 4.2, pp. 14-15)"
"Limitações / Trabalhos Futuros","Os autores declaram que a scoping review ""was not based on a formal systematic review framework""; revisões futuras devem adotar revisões baseadas em protocolo, meta-análises e revisões sistemáticas à medida que a literatura amadurece (Sec. 6, p. 25). As demonstrações com GPT-4o/DeepSeek-R1 ""not intended to be rigorous or fully reproducible"" e são ilustrativas, não experimentos formais (Sec. 4, pp. 12-13). Roteiro de pesquisa futura: arquiteturas de agentes confiáveis/seguras (sandboxing, credenciais com escopo), alinhamento de valores via inverse reinforcement learning e feedback humano, autonomia explicável, supervisão humana de iniciativa mista, arquiteturas de memória persistente, protocolos escaláveis de coordenação multiagente, benchmarks de segurança de longo prazo e monitoramento em tempo de execução, e protocolos de responsabilização com trilhas de auditoria (Sec. 5, Tabela 2, pp. 21-25)"
"Relevância para Minha Dissertação","Este artigo fornece um arcabouço conceitual, e não evidência de resposta a incidentes. Sua arquitetura de LLM-como-núcleo-de-raciocínio mais orquestrador mais agentes-que-usam-ferramentas (Fig. 3) espelha o design de copiloto de que um agente de redução de MTTD/MTTR precisaria, e sua seção de cibersegurança documenta implantações reais em SOC (ReliaQuest, CrowdStrike) nas quais a Agentic AI acelera detecção e resposta, diretamente adjacente à gestão de incidentes. Os oito desafios de Agentic AI, especialmente supervisão humana limitada, tomada de decisão opaca, gestão de contexto e coordenação multiagente, enumeram os riscos que um copiloto de dissertação deve mitigar para ser confiável na resposta a incidentes em produção. Suas direções de pesquisa em human-in-the-loop e agentes colaborativos podem justificar o enquadramento de copiloto (em vez de totalmente autônomo) da minha pesquisa. Entretanto, não fornece datasets de AIOps nem linhas de base de MTTD/MTTR, servindo, portanto, como background e taxonomia de desafios, não como suporte empírico"
"Pontuação de Relevância","Média — revisão de panorama adjacente sobre desafios de Agentic AI/multiagente com afirmações qualitativas de tempo de resposta em SOC, mas sem medição de MTTD/MTTR ou métricas de gestão de incidentes"
"ID do Artigo","P03"
