"Campo","Extração"
"Título","Generative AI revolution in cybersecurity: a comprehensive review of threat intelligence and operations"
"Autores","Mueen Uddin; Muhammad Saad Irshad; Irfan Ali Kandhro; Fuhid Alanazi; Fahad Ahmed; Muhammad Maaz; Saddam Hussain; Syed Sajid Ullah"
"Ano e Veículo","2025; Artificial Intelligence Review (Springer), vol. 58, artigo 236; DOI 10.1007/s10462-025-11219-5; publicado online em 7 de maio de 2025"
"Problema Central Abordado","Ameaças cibernéticas são cada vez mais frequentes e as organizações lutam para proteger dados contra cibercriminosos, enquanto os métodos tradicionais de cibersegurança (detecção baseada em assinaturas, análise manual, educação) são intensivos em recursos, limitados pela cognição humana e propensos a erro humano; o survey mira a falta de uma compreensão consolidada das oportunidades e riscos da Generative AI (GAI) na defesa cibernética (Abstract, p. 1; Sec. 1, pp. 2-3; Sec. 3.6, p. 9)"
"Solução Proposta / Papel da Agentic AI","Nenhum sistema novo é proposto (survey); revisa usos de GAI/LLMs em cibersegurança — threat intelligence e threat hunting, honeypots, detecção de phishing e treinamento de resiliência, varredura/filtragem de vulnerabilidades, resposta automatizada a incidentes — além de LLMs de segurança customizados (Sec-PaLM, SlashNext Generative Human AI, Big Data AI LLM) e copilots LLM comerciais: SentinelOne Purple AI (threat hunting em linguagem natural baseado em GPT-4), Google Cloud Security AI Workbench (Sec-PaLM; Chronicle AI, Security Command Center AI) e Microsoft Security Copilot (OpenAI GPT-4 mais modelos proprietários de segurança, prompt books, human-in-the-loop: ""rather than taking the position of security experts, its main objective is to support them"") (Sec. 3, pp. 3-14; Sec. 4, pp. 17-19; Sec. 5, pp. 19-24)"
"Metodologia","Revisão narrativa abrangente da literatura (survey); posiciona-se frente a cinco surveys relacionados de GAI-segurança (Table 1) e organiza as evidências em taxonomias de aplicações, LLMs customizados, ferramentas do mundo real, análise de impacto 2023-2024, limitações e direções futuras; protocolo sistemático de busca, bases de dados, critérios de inclusão, dataset e tamanho amostral: Not specified (Table 1, p. 4; Fig. 1, p. 6; Secs. 3-9, pp. 3-33)"
"Impacto nas Métricas de MTTD e MTTR","Nenhum resultado quantitativo de MTTD/MTTR, alert fatigue ou tempo de resolução é reportado (Not specified); apenas afirmações qualitativas: queries de hunting geradas por ChatGPT podem gerar ""a quicker reaction time to the cyber-attack situation"" (Sec. 3.7, p. 10); queries de threat hunting via LLM melhoram ""the system's efficiency and response time"" (Sec. 3.9, p. 10); abordagens de AI entregam ""Efficient analyst resources, automated, faster response"" vs. monitoramento manual de DDoS (Table 2, p. 11); a GAI ""helps speed the response to any cyber incident"" via resposta automatizada a incidentes (Sec. 6.4, p. 25)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Sistemas multiagente não são abordados; a cobertura limita-se a assistentes/copilots LLM de agente único: a GAI pode ""handle everyday threat situations autonomously"" enquanto complementa humanos em aspectos críticos (Abstract, p. 1); o Microsoft Security Copilot é explicitamente suporte human-in-the-loop, processa 65 trilhões de sinais por dia e registra todos os prompts/respostas para auditoria (Sec. 5.9, p. 21); modos de falha e custos reportados incluem resultados ocasionalmente incorretos/alucinados, treinamento caro, setup de semanas a meses, risco de prompt injection, baixa interpretabilidade e ausência de avaliação empírica padronizada das ferramentas de segurança com GAI (Sec. 7.1-7.3, p. 26; Table 3, p. 16; Sec. 7.14.1, p. 29)"
"Limitações / Trabalhos Futuros","Limitações da GAI reconhecidas pelos autores: saídas erradas/antiéticas, ineficiência de custo, alto tempo de setup (semanas a meses de treinamento), fácil exploração por atores maliciosos, fraca interpretabilidade/explicabilidade, limites contextuais e de dependências de longo alcance, falhas em conversas multi-turn, riscos de privacidade de dados (vazamentos, anonimização inadequada, viés, falta de consentimento), falta de controle do usuário e necessidade de avaliação empírica (Sec. 7, pp. 26-29); direções futuras: automação da cibersegurança, threat intelligence com big data, simulação de ataques para treinamento, segurança biométrica e privacidade, detecção de fraudes, transparência de dados em blockchain e futureproofing das defesas (Sec. 9, pp. 31-33)"
"Relevância para Minha Dissertação","O artigo mapeia o cenário comercial de copilots de segurança baseados em LLM (Microsoft Security Copilot, SentinelOne Purple AI, Google Cloud Security AI Workbench), motivando o paradigma de copilot que minha dissertação transfere para resposta a incidentes em SRE. Sua discussão de resposta automatizada a incidentes e as repetidas afirmações qualitativas de ""faster response"" sustentam a hipótese de que assistentes LLM podem reduzir tempos de detecção e resolução, mas não fornece nenhuma evidência de MTTD/MTTR — reforçando a lacuna de medição que minha RSL documenta. Seu achado explícito de que ferramentas de segurança com GAI carecem de avaliação empírica padronizada fortalece a justificativa para um desenho de avaliação orientado a métricas (MTTD/MTTR). O catálogo de limitações (alucinação, custo, explicabilidade, prompt injection) alimenta a análise de riscos e ameaças à validade para um copilot de Agentic AI."
"Pontuação de Relevância","Medium — trabalho adjacente: revisa qualitativamente copilots de segurança LLM de agente único e resposta automatizada a incidentes, mas não oferece medições de MTTD/MTTR nem arquiteturas agentic/multiagente."
"ID do Artigo","P77"
