"Campo","Extração"
"Título","An LLM-Based Agentic Network Traffic Incident-Report Approach Towards Explainable-AI Network Defense"
"Autores","Chia-Hong Chou; Arjun Sudheer; Younghee Park"
"Ano e Veículo","2026; Journal of Sensor and Actuator Networks (J. Sens. Actuator Netw., MDPI), vol. 15, artigo 32"
"Problema Central Abordado","Intrusion Detection Systems (IDSs) tradicionais baseados em ML/DL para redes IoT atingem alta acurácia de classificação, mas operam como caixas-pretas, carecendo de interpretabilidade e de capacidades acionáveis de resposta a incidentes, o que mina a confiança dos analistas e retarda a resposta a incidentes; ferramentas de segurança baseadas em LLM existentes (ChatIDS, HuntGPT) explicam alertas, mas não produzem relatórios de incidente ancorados em evidências nem passam por avaliação rigorosa de faithfulness/groundedness (Sec. 1, pp. 1-2)."
"Solução Proposta / Papel da Agentic AI","Framework multiagente baseado em grafo com três fases sequenciais compartilhando um estado de pipeline centralizado: (1) pré-detecção binária leve com Random Forest (top-10 features por MDI, 6 MB, 99,49% de acurácia) com early exit para tráfego benigno; (2) classificação multiclasse em ensemble (MLP, Random Forest, XGBoost) agregada por soft voting mais atribuição de features via SHAP para explicabilidade; (3) um summary agent baseado em ReAct (LangGraph, Llama-3.1-8b-instant via Groq API, temperatura 0.0, máx. 300 tokens) executando RAG com três ferramentas — Tavily Web Search, ArXiv Search e uma base de conhecimento interna Chroma DB (embeddings all-MiniLM-L6-v2) — para gerar relatórios de incidente estruturados e ancorados em evidências, com recomendações de mitigação; os autores recomendam tratar os relatórios como rascunhos assistivos ao analista com revisão human-in-the-loop antes da disseminação (Sec. 3.1, pp. 6-8; Sec. 3.6, pp. 10-11; Sec. 4.5, pp. 28-29)."
"Metodologia","Avaliação empírica de protótipo (experimento controlado) no ACI IoT Network Dataset 2023: 1.170.570 registros de fluxo de rede, 11 classes, 71 features numéricas; divisão treino-teste estratificada 80/20 com pré-processamento controlado contra vazamento de dados, validação cruzada estratificada de 10 folds e ajuste de hiperparâmetros com Optuna; qualidade da saída RAG avaliada via LLM-as-Judge (framework RAGAs, juiz Llama-3.1-8b-instant) com métricas customizadas de faithfulness e groundedness em 176 amostras de teste (de 200 tentativas de avaliação, 24 erros excluídos) (Sec. 3.2-3.3, p. 8; Sec. 3.7, pp. 11-14; Sec. 4.3, p. 23)."
"Impacto nas Métricas de MTTD e MTTR","Not specified — métricas de MTTD, MTTR, alert fatigue e tempo de resolução não são reportadas; como proxies de eficiência, a inferência de ponta a ponta, da ingestão do tráfego ao relatório final, leva 2,9-11,6 s por amostra maliciosa, a pré-detecção sozinha apresentou latência de 0,3 s, e o summary agent é apresentado como ""reducing cognitive load and moving a step towards explainable and actionable network defense"" (Sec. 4.4, p. 28; Sec. 4.5, p. 28; Sec. 3.6.3, p. 11)."
"Impacto Geral em Agentic AI / Sistemas Multiagente","O soft voting do ensemble mitiga fraquezas de modelos individuais, elevando o F1 de UDP Flood de 48% (MLP sozinho, 0,4828) para 95% (ensemble, 0,9515); o ensemble alcançou 99,7971% de acurácia e 99,2284% de macro F1; o summary agent RAG obteve groundedness perfeita (1,0000) e faithfulness moderada (0,6391, desvio-padrão 0,14) em 176 amostras; overhead do agente: média de 5247 tokens por amostra maliciosa (4689 de prompt + 557 de completion), throughput de ~560 tokens/s, custo do LLM de $0.05/1M tokens de entrada e $0.08/1M de saída, com a latência de 2,9-11,6 s causada principalmente por chamadas a ferramentas externas (Sec. 4.2, pp. 16-22; Sec. 4.3, p. 23; Sec. 4.4, p. 28; Sec. 3.6, p. 10; Sec. 4.6, p. 29)."
"Limitações / Trabalhos Futuros","Latência de ponta a ponta de 2,9-11,6 s pode não atender aos requisitos subsegundo de IDSs em produção (futuro: caching de respostas, destilação de modelos, chamadas assíncronas de ferramentas); contribuições de SHAP e RAG não foram formalmente abladas; SHAP não suportado para o modelo MLP (futuro: Integrated Gradients) e o MLP permanece fraco em UDP Flood (F1: 0,4828); avaliação limitada às 11 classes de ataque conhecidas de um único dataset — detecção zero-day/out-of-distribution não avaliada (futuro: desenho leave-one-class-out); dependência de APIs em nuvem externas (Groq, Tavily) introduz riscos de privacidade e dependência de rede (futuro: LLMs locais quantizados e fine-tuned em dispositivos edge) (Sec. 4.6, pp. 29-30)."
"Relevância para Minha Dissertação","Este artigo instancia o padrão de copiloto de Agentic AI central à minha dissertação: um agente LLM baseado em ReAct que converte detecções em relatórios de incidente ancorados em evidências, explicitamente posicionados como rascunhos assistivos ao analista com revisão human-in-the-loop, sustentando o enquadramento de copiloto (não totalmente autônomo). Sua avaliação de faithfulness/groundedness via LLM-as-Judge fornece um blueprint reutilizável para aferir a qualidade de relatórios de incidente gerados por copilotos, dimensão complementar a MTTD/MTTR. A latência do pipeline reportada (2,9-11,6 s) e os números de tokens/custo oferecem proxies concretos para o intervalo detecção-relatório na resposta a incidentes. Contudo, a ausência de métricas de gestão de incidentes (MTTD, MTTR, tempo de resolução) marca exatamente a lacuna de medição que minha pesquisa aborda."
"Pontuação de Relevância","Medium — copiloto agentic de LLM para relatórios de incidente com avaliação RAG rigorosa, diretamente adjacente ao tema da dissertação, mas não mede MTTD/MTTR nem outras métricas de tempo de gestão de incidentes."
"ID do Artigo","P87"
