"Campo","Extração"
"Título","AI-Augmented SOC: A Survey of LLMs and Agents for Security Automation"
"Autores","Siddhant Srinivas; Brandon Kirk; Julissa Zendejas; Michael Espino; Matthew Boskovich; Abdul Bari; Khalil Dajani; Nabeel Alzahrani"
"Ano e Veículo","2025; Journal of Cybersecurity and Privacy (J. Cybersecur. Priv., MDPI), vol. 5, art. 95; DOI 10.3390/jcp5040095"
"Problema Central Abordado","Processos tradicionais de SOC, manuais e baseados em regras, são insuficientes diante do crescimento em volume, velocidade e sofisticação das ameaças cibernéticas, causando alert fatigue, respostas atrasadas, altas taxas de falsos positivos, dependência de analistas e custos operacionais crescentes; surveys anteriores sobre LLMs para ciberdefesa permanecem fragmentados e específicos de domínio, sem uma síntese unificada centrada na operação do SOC (Sec. 1, pp. 1-2)"
"Solução Proposta / Papel da Agentic AI","Nenhum sistema novo; o survey contribui com (i) uma taxonomia integrada de aplicações de LLMs e AI agents em oito tarefas de SOC (log summarization, alert triage, threat intelligence, ticket handling, incident response, report generation, asset discovery and management, vulnerability management), na qual AI agents orquestram coleta de dados, tool use, memória e planejamento enquanto LLMs (GPT-3.5/4/4o, LLaMA, Claude, Gemini, Mistral, variantes de BERT) atuam como backbone cognitivo, abrangendo modos autônomos e human-in-the-loop (Sec. 3, pp. 3-10; Tabelas 1-2, pp. 4, 11); e (ii) um capability-maturity model de cinco níveis (Manual -> AI/LLM-Assisted -> Semi-Autonomous -> Conditionally Autonomous -> Fully Autonomous) com desenhos HITL/HoTL/HoOTL, posicionado como uma camada focada em AI sobre o SOC-CMM (Sec. 4, pp. 12-13)"
"Metodologia","⚠ Ambíguo: as contagens de triagem reportadas não fecham aritmeticamente (510 triados; 300 eliminados; 105 incluídos). Systematic literature review (survey) conforme PRISMA 2020, pré-registrada no OSF (DOI 10.17605/OSF.IO/9QC7V); pool inicial de mais de 600 artigos (2022-2025, última busca em 15 de julho de 2025) do IEEE Xplore, arXiv, ACM Digital Library e anais de NDSS, USENIX Security, ACM CCS e IEEE S&P, incluindo fontes revisadas por pares e preprints; após triagem preliminar de 510 artigos e eliminação de 300 por falta de relevância para SOC, 105 artigos foram revisados independentemente por quatro autores segundo critérios explícitos de inclusão; divergências resolvidas por consenso (Sec. 2, pp. 2-3; Sec. 7, p. 19)"
"Impacto nas Métricas de MTTD e MTTR","Apenas evidência secundária (o survey reporta resultados de estudos primários citados; sem medições próprias): a triagem com AI do CyberAlly ""halved false positives from 70% to 35% and reduced Mean Time To Respond (MTTR) from 8 h to 90 min"", com ticketing automatizado subindo de 10% para 75% (Sec. 3.2, p. 6); baseline de alert fatigue: SOCs processam mais de 10.000 alertas diários, mais da metade falsos positivos (Sec. 3.2, p. 5); baseline de violação de 204 dias para identificar mais 73 dias para conter (277 dias no total) (Sec. 3.5, p. 7); ReliaQuest GreyMatter processa alertas 20 vezes mais rápido, automatiza 98% dos alertas e reduz o tempo de contenção para menos de 5 min (Sec. 3.7, p. 9); o framework de CTI da Microsoft reduz o tempo de geração de relatórios de 8 h para menos de 2 h (Sec. 3.6, pp. 8-9); AGIR reduz o tempo de escrita de relatórios em 42,6% e TickIt reduz alertas em 30% (Sec. 3.6, p. 8; Sec. 3.4, p. 7); a Tabela 2 cita detecção/mitigação 6x mais rápida e tempo de conclusão de tarefas reduzido em 30,69% para IT Admins (Tabela 2, p. 11); projeção: espera-se que AI agents reduzam significativamente MTTD e MTTM, com simulações até seis vezes mais rápidas que a intervenção humana (Sec. 6, p. 18)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Nas oito tarefas de SOC, sistemas aumentados por AI melhoram consistentemente a acurácia de detecção, reduzem falsos positivos e aceleram a resposta em relação a métodos baseados em regras, mas as implementações atuais permanecem majoritariamente nos níveis de maturidade 1-2, com supervisão humana (Sec. 8, pp. 19-20); resultados multiagente: TrioXpert melhora anomaly detection em 4,7-57,7%, failure triage em 2,1-40,6% e root cause localization em 1,6-163,1%, com diagnóstico end-to-end médio em 15 s (Sec. 3.5, p. 8); IRCopilot atinge taxas de conclusão de subtarefas até 150% maiores que a aplicação direta do GPT-4 (Sec. 3.5, p. 8); Audit-LLM mostra redução de 40% em falsos positivos para insider threat detection (Sec. 6, pp. 17-18); evidência de custo: experimento completo do CTINEXUS abaixo de $0,30, LLexus cerca de $0,5 por incidente (~50.000 tokens) (Sec. 3.3, p. 6; Sec. 3.4, p. 7); modos de falha: overhead de comunicação e gargalos de escalabilidade, comportamentos emergentes que prejudicam a previsibilidade, ataques Agent-in-the-Middle, prompt injection, memory poisoning, cascatas de hallucinations e data leakage (Sec. 5-5.1, pp. 14-15; Tabela 4, pp. 14-15)"
"Limitações / Trabalhos Futuros","Cinco ameaças à validade declaradas: viés de seleção (filtragem pós-2022 e apenas em inglês), validade ecológica (a maioria dos estudos usa ambientes simulados/benchmarks, logo as métricas podem não extrapolar para SOCs operacionais), inconsistência de medição (métricas e datasets heterogêneos dificultam comparações), baselines em evolução (achados são um retrato sujeito a obsolescência) e incerteza na integração humano-AI (poucos estudos empíricos de colaboração humano-AI em escala) (Sec. 7, p. 19); o capability-maturity model ainda não foi validado — a validação futura em múltiplas fases deve correlacionar escores de maturidade com MTTD, MTTR e taxas de falsos positivos (Sec. 4.2, p. 13); direções futuras incluem XAI, RLHF, benchmarks adversariais padronizados (ASB), modelos preservadores de privacidade e testes empíricos em ambientes operacionais de SOC (Sec. 6, pp. 17-18; Sec. 8, p. 20)"
"Relevância para Minha Dissertação","Este survey mapeia quase um-para-um o tema da dissertação: sintetiza como copilotos baseados em LLM e sistemas agentic/multiagente aumentam a resposta a incidentes no SOC, o mesmo cenário operacional em que a dissertação propõe um Agentic AI Copilot para reduzir MTTD e MTTR. Sua taxonomia de oito tarefas e o capability-maturity model de cinco níveis oferecem um arcabouço pronto para posicionar o nível de autonomia do copiloto (HITL/HoTL) e estruturar os trabalhos relacionados. Ele consolida evidência secundária de MTTR e alert fatigue (p.ex., CyberAlly 8 h -> 90 min de MTTR; contenção do GreyMatter abaixo de 5 min; baseline de violação de 277 dias) utilizável como baselines de referência, e a validação proposta do modelo adota explicitamente MTTD/MTTR como indicadores de desempenho — exatamente as métricas da dissertação. Os copilotos de incident response catalogados (IRCopilot, AidAI, TrioXpert) e as lacunas identificadas (validade ecológica, ausência de estudos operacionais humano-AI) motivam diretamente a contribuição empírica da dissertação."
