"Campo","Extração"
"Título","A Review of Trustworthy and Explainable Artificial Intelligence (XAI)"
"Autores","Vinay Chamola; Vikas Hassija; A Razia Sulthana; Debshishu Ghosh; Divyansh Dhingra; Biplab Sikdar"
"Ano e Veículo","2023; IEEE Access, vol. 11 (DOI 10.1109/ACCESS.2023.3294569)"
"Problema Central Abordado","Sistemas de IA operam como ""black boxes"" com pouca visibilidade de sua estrutura subjacente, tornando-os vulneráveis a ataques de segurança, viés e perda de confiança humana; os autores afirmam que ""no comprehensive study has been conducted on all elements of trustworthy AI, as well as the integration of XAI with various sectional backgrounds"". O artigo não aborda operações de TI, SRE, observabilidade ou resposta a incidentes (Abstract, p. 78994; Sec. I, p. 78996)"
"Solução Proposta / Papel da Agentic AI","Não é um framework agêntico: uma revisão sobre a construção de Trustworthy AI (TAI) por meio dos sete princípios da Comissão Europeia (agência e supervisão humanas, robustez e segurança, privacidade e governança de dados, transparência, diversidade e equidade, bem-estar social/ambiental, responsabilização) e sobre XAI por duas vias: design transparente (simulatability, decomposability, transparência computacional) e explicabilidade post-hoc (métodos globais: extração de modelo/knowledge distillation, métodos baseados em atributos, PDP, ALE, H-statistic; métodos locais: ICE, LIME, aproximação local, baseados em propagação). O design human-in-the-loop é tratado como governança: mecanismos de supervisão HITL, human-on-the-loop (HOTL) e human-in-command (HIC) (Sec. II.A.2, p. 78997; Sec. III.E, p. 79002; Sec. IV.A-B, pp. 79004-79005)"
"Metodologia","Revisão narrativa da literatura / survey cobrindo componentes de TAI, métodos de XAI e aplicações setoriais (saúde, bancos/comércio, IoT, sistemas autônomos); nenhum protocolo sistemático, estratégia de busca, lista de bases de dados, critérios de inclusão ou tamanho de amostra de artigos é relatado; nenhum dataset ou experimento próprio dos autores (Sec. I, p. 78996; Fig. 3, Sec. V, p. 79006; Table 2, p. 79011)"
"Impacto nas Métricas de MTTD e MTTR","Não aplicável; o artigo não relata nenhuma métrica de MTTD, MTTR, fadiga de alertas ou tempo de resolução de incidentes de qualquer tipo (artigo inteiro; Secs. I-VII, pp. 78994-79011)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Muito limitado: sistemas multiagente aparecem apenas por meio de uma visão geral citada sobre privacidade e segurança para aprendizado distribuído/federado em ""Trusted AI in multi-agent systems"" (ref. [21]) e por meio de requisitos de robustez quando ""other agents (both humans and machines)"" atuam de forma antagônica; sistemas autônomos (veículos, robôs) são analisados quanto a explicabilidade, normas de segurança (ISO 21448, ISO 26262, ISO/TC 204) e confiança dos stakeholders, observando que a explicabilidade tende a ser inversamente correlacionada ao desempenho preditivo; nenhum resultado de eficácia, latência, custo ou sobrecarga de orquestração para sistemas agênticos é relatado (Sec. II.B, p. 78998; Sec. III.C, p. 79001; Fig. 9, p. 79004; Sec. V.C, pp. 79008-79010)"
"Limitações / Trabalhos Futuros","Os autores reconhecem: ""the replicability of the post-hoc explainability methodologies, the absence of a unified understanding, set of criteria, and set of metrics"" para interpretabilidade, o atrito entre eficiência e previsibilidade, e limitações na explicação de redes neurais profundas; os trabalhos futuros são declarados apenas genericamente como a identificação de potenciais estudos relevantes e desafios em aberto (Sec. VI, p. 79011)"
"Relevância para Minha Dissertação","Este survey fornece o vocabulário de confiança e explicabilidade que um copiloto de resposta a incidentes deve satisfazer, em vez de qualquer evidência de gerenciamento de incidentes. Sua taxonomia de supervisão HITL/HOTL/HIC mapeia-se diretamente ao design human-in-the-loop de um copiloto de Agentic AI que propõe ações de detecção e remediação a SREs, e os sete princípios de confiabilidade da CE (especialmente transparência, robustez e responsabilização) podem justificar requisitos de design para que operadores de plantão aceitem recomendações do agente. O trade-off entre explicabilidade e acurácia (Fig. 9) é uma advertência útil ao escolher agentes baseados em LLM cujo raciocínio deve ser auditável durante incidentes. Contudo, não contém nenhum conteúdo de AIOps, observabilidade ou MTTD/MTTR, de modo que só pode apoiar seções de fundamentação sobre design de agentes confiáveis, não o argumento empírico central."
"Pontuação de Relevância","Baixa; o artigo é uma revisão geral de TAI/XAI sem aplicação de Agentic AI à resposta a incidentes e sem medição de MTTD/MTTR ou AIOps, constituindo apenas fundamentação tangencial sobre confiança e supervisão humana para a dissertação."
"ID do Artigo","P17"
