"Campo","Extração"
"Título","LLM-Based Multi-Agent Systems for Software Engineering: Literature Review, Vision and the Road Ahead"
"Autores","Junda He; Christoph Treude; David Lo"
"Ano e Veículo","2025; preprint no arXiv (arXiv:2404.04834v4, 18 Jul 2025), formatado como artigo ACM com DOI provisório (10.1145/nnnnnnn); ⚠ Ambíguo: o veículo de publicação final não é identificado no PDF"
"Problema Central Abordado","Agentes individuais baseados em LLM são limitados porque problemas reais de engenharia de software abrangem múltiplos domínios e exigem expertise de diversas áreas; o artigo aborda a ausência de um mapeamento sistemático de sistemas LLM-Based Multi-Agent (LMA) ao longo do ciclo de vida de desenvolvimento de software e a falta de uma agenda de pesquisa estruturada para sistemas LMA autônomos, escaláveis e confiáveis (Sec. 1, pp. 1-3)"
"Solução Proposta / Papel da Agentic AI","Define um sistema LMA como uma plataforma de orquestração mais agentes baseados em LLM: modelos de coordenação (cooperativo, competitivo, hierárquico, misto), mecanismos de comunicação (centralizado, descentralizado, hierárquico) e estilos de planejamento (CPDE/DPDE) (Sec. 2.3, p. 4); cataloga papéis recorrentes de agentes para geração de código — Orchestrator, Programmer, Reviewer, Tester, Information Retriever — com laços iterativos de feedback (Sec. 3.2, pp. 6-7); revisa frameworks como ChatDev, MetaGPT, AgileCoder (emulação dos processos Waterfall/Agile) e projetos human-in-the-loop (AISD, MARE) (Sec. 3.5, pp. 9-10; Sec. 5.2.1, p. 17); propõe uma agenda de pesquisa em duas fases: aprimorar as capacidades individuais dos agentes e otimizar a sinergia entre agentes (Sec. 5, pp. 12-22)"
"Metodologia","Revisão sistemática da literatura (no estilo Kitchenham, com critérios de inclusão/exclusão): busca por palavras-chave no DBLP conduzida em 14 de novembro de 2024, resultando em 41 estudos primários, mais snowballing para trás/para frente até o fechamento transitivo, adicionando 30 artigos, totalizando 71 estudos primários (Sec. 3, pp. 5-6); complementada por dois estudos de caso usando ChatDev (agentes baseados em GPT-3.5-turbo, temperatura 0.2) para desenvolver autonomamente os jogos Snake e Tetris (Sec. 4, p. 10)"
"Impacto nas Métricas de MTTD e MTTR","Não aplicável (revisão de literatura e artigo de visão; nenhuma métrica de MTTD, MTTR, fadiga de alertas ou tempo de resolução de incidentes é reportada); os trabalhos revisados mais próximos são o RCAgent, que ""performs root cause analysis in cloud environments"" coletando dados do sistema, analisando logs e diagnosticando problemas, e o AgentFL para localização de falhas em três fases, mas nenhuma métrica de incidentes é apresentada (Sec. 3.3, p. 8)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Estudos de caso: o ChatDev produziu um jogo Snake totalmente funcional na segunda tentativa, com média de 76 segundos e $0.019 por tentativa; para o Tetris, teve sucesso apenas na décima tentativa, ainda sem a funcionalidade de remoção de linhas, com média de 70 segundos e $0.020 por tentativa — demonstrando eficiência e baixo custo, mas limitações ""in handling more complex tasks that require deeper logical reasoning and abstraction"" (Sec. 4, pp. 11-12); argumenta-se que sistemas LMA são superiores a Mixture of Experts porque os agentes se comunicam, integram feedback de ferramentas externas (compiladores, analisadores estáticos, frameworks de teste) e suportam colaboração contínua human-in-the-loop (Sec. 6.1, p. 22)"
"Limitações / Trabalhos Futuros","Ameaça à validade: possível exclusão inadvertida de estudos relevantes durante a busca/seleção, mitigada pela cobertura do DBLP e pelo snowballing (Sec. 6.2, p. 22); lacunas identificadas: LLMs de propósito geral carecem de expertise refinada em SE para papéis especializados, frameworks de prompting centrados no humano, alocação de tarefas humano-agente pouco explorada, benchmarks que ignoram colaboração, gargalos de escalabilidade (sobrecarga de comunicação, limites de memória, informações compartilhadas conflitantes), arquiteturas estáticas sem adaptação dinâmica e questões não resolvidas de privacidade/compartilhamento parcial de informações entre organizações (Sec. 5, pp. 13-22); trabalhos futuros: datasets especializados e pré-treinamento para papéis de SE, estratégias avançadas de prompting, alocação de tarefas humano-agente, metodologias escaláveis e controle de acesso a dados (Sec. 7, p. 23)"
"Relevância para Minha Dissertação","Este artigo fornece um vocabulário arquitetural reutilizável para o design do meu copiloto agêntico: a taxonomia de plataformas de orquestração (modelos de coordenação, topologias de comunicação, planejamento CPDE/DPDE) e o padrão de papéis Orchestrator/Programmer/Reviewer/Tester mapeiam diretamente para pipelines multiagente de resposta a incidentes para detecção, diagnóstico e remediação. Sua cobertura do RCAgent (análise de causa raiz em nuvem) e do AgentFL (localização de falhas) identifica precedentes LMA concretos para reduzir MTTD/MTTR, ainda que a revisão em si não reporte métricas de incidentes. A agenda de pesquisa sobre alocação de tarefas humano-agente, pontos de intervenção human-in-the-loop e benchmarks de avaliação sensíveis à colaboração informa como devo projetar e avaliar um copiloto que mantenha operadores de SRE no loop. Por fim, as evidências dos estudos de caso sobre custo, latência e modos de falha de sistemas LMA fundamentam as expectativas sobre a sobrecarga de orquestração em cenários de incidentes em produção."
"Pontuação de Relevância","Média — trabalho adjacente: fornece padrões de arquitetura LMA e revisa agentes de análise de causa raiz/localização de falhas relevantes para resposta a incidentes, mas é focado no ciclo de vida de SE e não mede métricas de MTTD/MTTR."
"ID do Artigo","P04"
