"Campo","Extração"
"Título","AIOps for log anomaly detection in the era of LLMs: A systematic literature review"
"Autores","Miguel De la Cruz Cabello; Tiago Prince Sales; Marcos R. Machado"
"Ano e Veículo","2025; Intelligent Systems with Applications (Elsevier), vol. 28, art. 200608; recebido em 13 de julho de 2025, disponível online em 19 de novembro de 2025"
"Problema Central Abordado","Sistemas de TI modernos geram grandes volumes de dados de log que desafiam a detecção de anomalias oportuna e eficaz; métodos tradicionais ""often require intensive feature engineering and struggle to adapt to dynamic operational environments"", limitando escalabilidade, consciência contextual e adaptabilidade a novos tipos de anomalias (Abstract, p. 1; Sec. 1, p. 2)"
"Solução Proposta / Papel da Agentic AI","SLR que sintetiza como AIOps se beneficia de LLMs para detecção de anomalias em logs, mostrando que prompt engineering e RAG elevam acurácia e interpretabilidade sem fine-tuning extensivo; contribui com uma taxonomia de métodos baseados em LLM/RAG ao longo de três dimensões (Model Architecture; Knowledge Augmentation Strategy; Inference Objective) e um framework mapeado ao CRISP-ML com três estágios (definição do projeto; construção de banco de dados vetorial; detecção de anomalias com LLM+RAG e avaliação de saídas); exemplos agênticos revisados incluem os três agentes LLM do ChatCNC (Question Identifier, Data Retriever, Response Generator) e os agentes autônomos de ciberdefesa de Loevenich et al. com MARL+LLM+regras; os LLMs são posicionados ""as an external tool to help IT operators, system administrators, and maintainers"" (Abstract, p. 1; Sec. 4.2-4.4, pp. 12-14; Sec. 5, p. 14)"
"Metodologia","Systematic Literature Review: 4 questões de conhecimento; Scopus como base de dados primária mais arXiv via snowballing backward/forward (Wohlin, 2014); 3 strings de busca combinando palavras-chave de AIOps, detecção de anomalias/incidentes, LLMs, RAG e domínio militar; critérios de inclusão/exclusão (artigos de conferência/periódico, ciência da computação/engenharia, inglês, publicados a partir de 2021 para a busca inicial, versão gratuita disponível); 33 artigos no total (23 das consultas na Scopus); qualidade avaliada via títulos/resumos; dados extraídos em tabela de apêndice; análise de rede de palavras-chave com VOSviewer (Sec. 2, p. 3; Fig. 1-2, pp. 3-4; Sec. 3.3, p. 4)"
"Impacto nas Métricas de MTTD e MTTR","Nenhuma medição de MTTD/MTTR; MTTD, MTTR e fadiga de alertas não são usados como métricas de avaliação em nenhum estudo revisado — as métricas dominantes são F1-score, precision, recall, AUROC (Sec. 4.2, p. 10; Sec. 5, p. 14; Table A1). Apenas qualitativo: AIOps possibilita ""more streamlined operations and faster incident resolution"", detecção/diagnóstico rápidos de gargalos e redução de downtime e custos operacionais (Sec. 4.1, p. 7); resultados quantitativos de detecção revisados incluem F1-scores do LogLLM em média 6,6% melhores que métodos existentes e F1-score geral do RAPID de 0,97 (Sec. 4.2, p. 9); lacuna de tempo real apontada: com uma janela de percepção de falha de 10 s o modelo deve inferir em 1 s, e ""no LLM-based work has adequately tackled this problem"" (Sec. 4.4, p. 13)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Abordagens baseadas em LLM superam métodos tradicionais em F1-score/precision/recall e melhoram a interpretabilidade; RAG mitiga alucinações, conhecimento desatualizado e deriva de domínio ao injetar contexto externo, superando o fine-tuning nos experimentos de Ovadia et al. (Sec. 4.2-4.3, pp. 9-10). Trade-offs reportados: LLMs de tamanho completo incorrem em maior memória/computação, latência de inferência, custos de GPU/API; RAG adiciona custos de banco de dados vetorial e embeddings além de complexidade de pipeline (recuperação, prompt engineering, manutenção de vector DB), riscos de privacidade com modelos de terceiros e necessidades de monitoramento de deriva/alucinação (Sec. 4.2, p. 10; Sec. 4.3, p. 12). A evidência multiagente é periférica: sistema RAG de três agentes ChatCNC avaliado por avaliadores humanos (escala 1-5) e agentes azuis MARL+LLM defendendo redes militares simuladas inspiradas na NATO (Sec. 4.3, p. 11; Sec. 4.4, p. 12)"
"Limitações / Trabalhos Futuros","Cobertura de Scopus/arXiv ""not entirely exhaustive"", potencialmente introduzindo viés de seleção (nota de rodapé 11, Sec. 2, p. 3); datasets de benchmark (HDFS, BGL, Thunderbird, Liberty) são estreitos, com rótulos humanos post-hoc que podem introduzir viés, limitando a generalização (Sec. 4.3, pp. 11-12); F1/precision/recall são sensíveis a desbalanceamento de classes e podem não refletir as prioridades do domínio — trabalhos futuros devem adicionar MCC, AUC-PR e funções de custo específicas de domínio (Sec. 4.2, p. 10); a maioria dos estudos opera offline, limitando a tempestividade (Sec. 4.4, p. 13); direções futuras: pipelines de detecção de anomalias em tempo real, RAG adaptado a datasets de logs (armazenando templates de log em bancos de dados vetoriais) e análise de logs no domínio militar, onde a pesquisa permanece escassa (Sec. 4.4, pp. 13-14)"
"Relevância para Minha Dissertação","Esta SLR mapeia o pipeline de AIOps (pré-processamento, percepção de falhas, análise de causa raiz, autorremediação) no qual um copiloto de Agentic AI para resposta a incidentes operaria, e a detecção de anomalias é o estágio que condiciona diretamente o MTTD. Sua evidência de que abordagens LLM+RAG superam métodos tradicionais de detecção sustenta a escolha de projeto de um copiloto baseado em LLM ancorado em contexto operacional via recuperação. Crucialmente, ela confirma uma lacuna que minha dissertação visa: nenhum dos 33 estudos revisados avalia MTTD/MTTR ou métricas de incidentes voltadas ao operador, apoiando-se em F1/precision/recall, e nenhum trabalho baseado em LLM lida com a restrição de tempo real (inferência subsegundo) da detecção de incidentes ao vivo. A análise de trade-offs de custo/latência/alucinação e o framework CRISP-ML proposto oferecem considerações reutilizáveis de projeto e avaliação para construir e validar um protótipo de copiloto."
"Pontuação de Relevância","Média — diretamente adjacente (AIOps, detecção de anomalias em logs baseada em LLM, RAG para operações de TI), mas não mede MTTD/MTTR e cobre sistemas agênticos/multiagente apenas perifericamente."
"ID do Artigo","P29"
