"Campo","Extração"
"Título","Multi-Agent Coordination Strategies vs. Retrieval-Augmented Generation in LLMs: A Comparative Evaluation"
"Autores","Irina Radeva; Ivan Popchev; Lyubka Doukovska; Miroslava Dimitrova"
"Ano e Veículo","2025; Electronics (MDPI), vol. 14, artigo 4883"
"Problema Central Abordado","Não é um artigo de operações de TI: aborda a questão em aberto de se a coordenação multiagente adicionada a sistemas RAG já configurados melhora ou degrada o desempenho em relação a baselines calibrados de RAG de agente único, uma vez que as avaliações multiagente anteriores comparam apenas com baselines de prompting simples e usam configurações intensivas em recursos (debates iterativos, modelos de 70B+); a questão de se o overhead de coordenação se justifica em implantações open-source com recursos restritos não havia sido examinada (Sec. 1, pp. 1-2)"
"Solução Proposta / Papel da Agentic AI","Avaliação comparativa de quatro estratégias de coordenação multiagente — Collaborative (3 agentes pares em paralelo com agregação por consenso, depois aprimorada com Two-Phase Consensus usando um sintetizador líder de maior confiança), Sequential (refinamento progressivo Agente 1 -> Agente 2 -> Agente 3), Competitive (3 agentes em paralelo, seleção do vencedor de maior confiança), Hierarchical (2 especialistas + 1 gerente sintetizador) — implementadas no framework estendido PaSSER (API em Python Flask/FastAPI, frontend em React, banco vetorial ChromaDB, pipeline RAG com LangChain, inferência local via Ollama/MLX, verificação de resultados em blockchain via Antelope); todos os agentes de uma configuração usam o mesmo modelo base (Mistral 7B, Llama 3.1 8B ou Granite 3.2 8B); dois modos de recuperação (contexto independente vs. compartilhado, limiar de similaridade 0,95, k=5); nenhum design human-in-the-loop é descrito (Sec. 3.1-3.2, pp. 5-9; Fig. 1, p. 6)"
"Metodologia","Experimento controlado (avaliação empírica comparativa): 100 pares de pergunta-resposta do FAO Climate-Smart Agriculture Sourcebook; 31 configurações em 4 grupos (3 baselines RAG de agente único, 12 Original, 4 Granite-SCR, 12 Optimized), totalizando 3100 avaliações (2800 multiagente + 300 baseline); baselines ajustados por meio de uma avaliação de limiar separada com 369 perguntas (0,95 Mistral/Granite, 0,90 Llama); nove métricas agregadas em CPS (MCDM baseado em SAW) e T-CPS (alpha=0,1, beta=0,05); testes t pareados, Cohen's d, ICs de 95%, análise de sensibilidade sobre 25 combinações de parâmetros; hardware: CPU Intel Xeon (Mistral, Granite) e Apple M1 (Llama) (Sec. 3.2-3.4, pp. 6-14; Sec. 4.1, p. 15)"
"Impacto nas Métricas de MTTD e MTTR","Não aplicável — o estudo avalia a qualidade de resposta a perguntas factuais (CPS/T-CPS) em um domínio agrícola; nenhuma métrica de MTTD, MTTR, fadiga de alertas ou resolução de incidentes é reportada (artigo inteiro; Sec. 3.3, pp. 9-13)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Todas as 28 configurações multiagente degradaram em relação aos baselines RAG de agente único, de -4,39% (Mistral-Opt Hierarchical) a -35,31% (Granite Collaborative), todas com p < 0,01, tamanhos de efeito |d| = 0,28-6,09; Collaborative foi a pior em todos os modelos (-20,68% a -35,31%); a recuperação com contexto compartilhado recuperou 4,2-12,5 pontos percentuais, mas o overhead de coordenação permaneceu como o fator dominante de degradação; Collaborative consumiu 58,2% mais tokens (média de 2656 vs. 1658-1717) via 3-4 chamadas de inferência por consulta vs. 1 do baseline; um padrão de ""stable mediocrity"" mostrou que o consenso reduz a variabilidade enquanto converge para respostas de qualidade inferior; conclusão: ""single-agent RAG may be preferable for factual question-answering tasks in local deployment scenarios with computational constraints"" (Sec. 4.2-4.8, pp. 15-23; Tabela 4, pp. 16-17; Tabela 5, p. 19; Abstract, p. 1)"
"Limitações / Trabalhos Futuros","Limitações: domínio único (QA de agricultura da FAO), apenas modelos de 7-8B parâmetros, arquiteturas de agentes homogêneas (mesmo modelo base por configuração), prompts de papéis gerados por IA (GitHub Copilot com Claude Sonnet), consenso simples sem refinamento iterativo ou resolução explícita de conflitos, hardware heterogêneo impossibilitando comparação de tempos entre modelos; os achados não devem ser generalizados para raciocínio em múltiplas etapas ou escalas maiores; trabalhos futuros: prompting específico por papel, consenso avançado (argumentação estruturada, agregação aprendida, votação ponderada), seleção adaptativa de estratégia, ajuste conjunto de recuperação e coordenação, modelos de 70B+, equipes de agentes heterogêneas (Sec. 5.3, pp. 26; Sec. 6, p. 27)"
"Relevância para Minha Dissertação","Este artigo é um contraponto cautelar para o design do copiloto agêntico de resposta a incidentes da dissertação: ele mostra empiricamente que adicionar ingenuamente coordenação multiagente a um pipeline RAG funcional pode degradar a qualidade das saídas em 4-35%, ao mesmo tempo em que multiplica o custo em tokens e a latência (3-4 chamadas de inferência por consulta), o que inflaria diretamente os tempos de resposta relevantes ao MTTR em vez de reduzi-los. Sua taxonomia de estratégias de coordenação (collaborative, sequential, competitive, hierarchical) e o achado de que estratégias baseadas em seleção superam a síntese baseada em consenso informam qual modelo de orquestração um copiloto de AIOps deve adotar. A avaliação composta CPS/T-CPS com um termo de estabilidade (consistência) oferece um padrão transferível para avaliar a qualidade e a confiabilidade das respostas do copiloto em cenários de incidentes em produção. Contudo, não contém contexto de gestão de incidentes nem medições de MTTD/MTTR, de modo que apoia decisões de arquitetura e de design de avaliação, e não as métricas centrais da dissertação."
"Pontuação de Relevância","Média — quantifica com rigor a eficácia, o overhead e os modos de falha da coordenação multiagente com LLMs (tema prioritário para as escolhas de arquitetura do copiloto), mas trata de resposta a perguntas no domínio agrícola, sem resposta a incidentes nem medição de MTTD/MTTR."
"ID do Artigo","P38"
