"Campo","Extração"
"Título","A Comprehensive Survey on LLM-Based Network Management and Operations"
"Autores","Jibum Hong; Nguyen Van Tu; James Won-Ki Hong"
"Ano e Veículo","2025; International Journal of Network Management (IJNM), Wiley; vol. 35, n. 6, e70029; DOI 10.1002/nem.70029"
"Problema Central Abordado","O crescimento da escala das redes, da demanda de tráfego e da heterogeneidade (SDN/NFV, 5G/B5G, MEC) torna inadequada a gestão de redes tradicional, manual e baseada em regras: políticas fixas, gestão passiva/reativa e escalabilidade limitada prejudicam o desempenho e a confiabilidade; o artigo faz um survey de como LLMs podem endereçar essas lacunas frente a abordagens de ML/DL/RL e IBN (Sec. 1, pp. 1-2; Sec. 2.1.1, pp. 3-4)"
"Solução Proposta / Papel da Agentic AI","Survey abrangente de abordagens baseadas em LLM em cinco tarefas de gestão de redes: design, configuração, gestão de falhas, segurança e orquestração (automação/otimização); revisa técnicas de adaptação de domínio (fine-tuning/LoRA, prompt engineering/CoT, RAG, adaptação baseada em feedback incluindo RLHF, human-in-the-loop, autorrefinamento) (Sec. 2.2.2, pp. 7-8; Sec. 3, pp. 8-12); cobre estudos de caso agênticos/multiagente como CommLLM (framework multiagente com GPT-3.5 para 6G), economia de energia por inteligência coletiva multiagente com GPT-4, gestão de slicing com LLMs multiagente, geração de políticas em ciclo fechado MAPE-K e multiagent debate (MAD) (Sec. 4.1.2, p. 16; Sec. 4.5.1, pp. 35-36; Tabela 9, pp. 39-42); recomenda LLMs ""as auxiliary tools augmented with human verification"" em vez de substituírem os gestores de rede humanos (Sec. 5.1.4, p. 44)"
"Metodologia","Survey de literatura com análise caso a caso: revisa e compara estudos de gestão de redes baseados em LLM frente a métodos baseados em regras e de ML/DL/RL, analisando métodos, contribuições, limitações e diferenças por estudo; compara-se com 7 surveys existentes baseados em LLM (Tabela 1, p. 3); nenhum protocolo de revisão sistemática (p. ex., strings de busca, critérios de inclusão ou número de estudos) é reportado (Sec. 1, pp. 2-3; Sec. 4, pp. 13-42); Não especificado: dataset e tamanho de amostra do próprio survey"
"Impacto nas Métricas de MTTD e MTTR","MTTD/MTTR não são medidos; afirmação qualitativa de que a gestão de falhas baseada em LLM fortalece a resiliência ao ""minimizing service downtime due to faults"" nas etapas de monitoramento, análise, detecção/predição e recuperação (Sec. 3.3, p. 11); as métricas reportadas dos estudos revisados são acurácias de detecção/diagnóstico, não tempos de detecção/recuperação: WirelessLLM 91% de acurácia de detecção de anomalias; MSADM 89% de acurácia de diagnóstico de falhas; LogGPT F1 0,618 (BGL) e 0,694 (Spirit); Ciri até 45% mais detecção de erros de configuração; Kwon et al. 48% de acurácia na correção de erros em scripts Ansible (Sec. 4.3, pp. 23-27); estudo de intent-assurance manteve 99,99% de disponibilidade enquanto melhorava em três vezes a velocidade de detecção e correção de drift de intents (Sec. 4.5.1, p. 36); fadiga de alertas Não especificado"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Sistema multiagente com GPT-4 alcançou ""over 5% power savings"" em redes sem fio (Sec. 4.5.2, p. 38); o framework multiagente CommLLM é apontado por tempo de resposta lento não endereçado, necessitando verificação em ambiente real (Sec. 4.1.2, p. 16); modos de falha reportados: alucinação propagando configurações defeituosas por controladores em ciclo fechado, inconsistência semântica, coordenação instável entre múltiplos agentes e adaptabilidade limitada em tempo de execução (Sec. 5.1.2, p. 43; Sec. 4.5.2, p. 38); overhead/custo: modelo de 13B parâmetros consome cerca de 26 GB de memória, a verificação por digital twin adiciona de dezenas a centenas de milissegundos por requisição, e a latência de inferência conflita com laços de controle de subsegundo em redes de classe carrier (Sec. 5.1.1, p. 43; Sec. 5.1.2, p. 43); a autonomia está atualmente limitada ao uso auxiliar com verificação humana (Sec. 5.1.4, p. 44)"
"Limitações / Trabalhos Futuros","Desafios em aberto: processamento/desempenho em tempo real (latência de inferência, memória, energia), alucinação e verificação de saídas, adaptação a domínios específicos e integração com sistemas legados (OSS, SDN/NFV), confiabilidade/explicabilidade das justificativas geradas por LLM e segurança/privacidade (prompt injection, vazamento de dados, ataques de inferência) (Sec. 5.1, pp. 42-44); direções futuras: LLMs leves/eficientes (pruning, destilação, quantização, LoRA), LLMs modulares de domínio específico no estilo MoE, integração com sistemas existentes baseados em regras/ML/DRL e frameworks human-in-the-loop, inferência distribuída edge-cloud e offloading, e confiabilidade/segurança/privacidade aprimoradas (treinamento adversarial, XAI, federated learning, validação em sandbox, diretrizes de accountability) (Sec. 5.2, pp. 44-46); os autores observam que o survey cobre majoritariamente estudos avaliados em simulação, com validação limitada no mundo real (Sec. 4.3, p. 27; Sec. 4.5.2, p. 38)"
"Relevância para Minha Dissertação","Este survey mapeia o panorama de LLM para operações adjacente à minha dissertação: sua taxonomia de gestão de falhas (monitoramento, análise, detecção/predição, recuperação) espelha o pipeline de resposta a incidentes no qual um copiloto de Agentic AI atuaria para reduzir MTTD e MTTR. Cataloga sistemas concretos no estilo copiloto (DIO Copilot, GeNet co-pilot, OCE-Helper para gestão de incidentes, HuntGPT) e frameworks multiagente, além do posicionamento human-in-the-loop que corresponde ao enquadramento do meu copiloto. Crucialmente, confirma uma lacuna que minha dissertação pode explorar: os estudos revisados reportam acurácia/F1 em vez de métricas de incidentes baseadas em tempo, de modo que a medição de MTTD/MTTR de abordagens agênticas é amplamente ausente. Sua análise de desafios (alucinação, latência, pipelines de verificação, pré-teste com digital twin) fornece restrições de design e critérios de avaliação para um copiloto de resposta a incidentes confiável."
