"Campo","Extração"
"Título","LLM Agentic Workflow for Automated Vulnerability Detection and Remediation in Infrastructure-as-Code"
"Autores","Dheer Toprani; Vijay K. Madisetti"
"Ano e Veículo","2025; IEEE Access, Vol. 13, pp. 69175-69181; DOI 10.1109/ACCESS.2025.3560911; publicado em 15 de abril de 2025"
"Problema Central Abordado","Configurações incorretas em templates de Infrastructure-as-Code (IaC) criam vulnerabilidades de segurança em ambientes de nuvem; a análise estática tradicional, as ferramentas baseadas em regras e as auditorias manuais falham em detectar configurações incorretas sutis, específicas de contexto e interdependentes, limitando uma cobertura de segurança escalável e contínua (Sec. I, p. 69175)"
"Solução Proposta / Papel da Agentic AI","Pipeline multiagente orientado por LLM com RAG: (1) o Retrieval System busca trechos de boas práticas da AWS em um vector store; (2) o Vulnerability Detection Agent interpreta o template CloudFormation em contexto; (3) o Report Generation Agent produz um relatório priorizado e amigável ao desenvolvedor; implementado com Anthropic Claude Sonnet 3.5 V2 via Amazon Bedrock Agents, Titan Text Embeddings V2, banco vetorial (p. ex., Amazon OpenSearch), integrado ao CI/CD; um laço de feedback do desenvolvedor é proposto, mas não implementado (Sec. III-IV, pp. 69176-69178)"
"Metodologia","Implementação de protótipo acompanhada de avaliação experimental em um corpus curado de 10 templates AWS CloudFormation (1-12 recursos cada), cerca de metade deliberadamente semeada com configurações incorretas conhecidas (S3 não criptografado, IAM permissivo, Security Groups abertos, RDS não criptografado); anotação de ground truth por um engenheiro de nuvem com certificação AWS specialty; comparado conceitualmente com CDK-Nag e auditorias manuais (Sec. V.A, p. 69178)"
"Impacto nas Métricas de MTTD e MTTR","Não aplicável - MTTD/MTTR não são medidos; proxies relacionados: taxa de detecção de 85% das configurações incorretas conhecidas, ~15% de falsos positivos (relevante para a fadiga de alertas: RAG usado para ""minimize unnecessary alerts""), latência de análise de 80-100 segundos por template e orientação de remediação ""cutting down the manual effort needed to interpret and fix identified vulnerabilities"" (Sec. III.B, p. 69177; Sec. V.A, V.D, pp. 69178-69179)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","A orquestração multiagente ""enhances modularity, scalability, and maintainability"" com agentes aprimoráveis de forma independente; o grounding via RAG reduziu alucinações do LLM (parâmetros depreciados/serviços desatualizados); latência por template de 80-100 s no total (retrieval 1-3 s; inferência do LLM 15-40 s por etapa) vs menos de 5 s para verificações estáticas baseadas em regras; ~5% das remediações foram excessivamente conservadoras; o LLM teve dificuldade com templates condicionais/parametrizados; a desatualização da base de conhecimento causou falhas de sinalização até ser atualizada (Sec. III.A, p. 69177; Sec. V.B-V.E, pp. 69178-69179)"
"Limitações / Trabalhos Futuros","Limitações: dependência de uma base de conhecimento atualizada (entradas desatualizadas causam falsos positivos/problemas não detectados); tratamento deficiente de lógica condicional e templates especializados; avaliação pequena com 10 templates e anotação manual. Trabalhos futuros: laço de feedback do desenvolvedor, ""context modules"" específicos por organização, pré-triagem híbrida baseada em regras antes da invocação do LLM, generalização para Terraform e multi-cloud (Azure, Google Cloud, Kubernetes), estudos de ablação e rotulagem semiautomatizada para escalar a avaliação (Sec. V.A, p. 69178; Sec. VI-VII, pp. 69180-69181)"
"Relevância para Minha Dissertação","Este artigo demonstra um pipeline concreto de três agentes LLM (retrieval, detecção, relatório) com grounding via RAG que é arquiteturalmente transferível para um copilot de resposta a incidentes: o agente de detecção equivale à triagem de alertas e o agente de relatório equivale à geração de orientações de remediação para engenheiros de plantão. Sua evidência de que RAG reduz alucinações e falsos positivos é diretamente útil para argumentar que um copilot agêntico com grounding pode reduzir a fadiga de alertas. O perfil de latência reportado (80-100 s por análise) fornece um benchmark para avaliar se pipelines agênticos cabem em laços de MTTD/MTTR críticos em tempo. Contudo, o artigo visa a segurança de IaC pré-implantação, e não a resposta a incidentes ao vivo, e não reporta medições de MTTD/MTTR, servindo como evidência arquitetural de apoio em vez de evidência métrica direta."
"Pontuação de Relevância","Média - trabalho adjacente: um workflow multiagente LLM+RAG para segurança de operações em nuvem com métricas de taxa de detecção, falsos positivos e latência, mas que aborda a detecção de vulnerabilidades pré-implantação e não mede MTTD/MTTR nem resposta a incidentes."
"ID do Artigo","P20"
