"Campo","Extração"
"Título","Enhancing Security Operations Center: Wazuh Security Event Response with Retrieval-Augmented-Generation-Driven Copilot"
"Autores","Ismail; Rahmat Kurnia; Farid Widyatama; Ilham Mirwansyah Wibawa; Zilmas Arjuna Brata; Ukasyah; Ghitha Afina Nelistiani; Howon Kim"
"Ano e Veículo","2025; Sensors (periódico MDPI), vol. 25, artigo 870, DOI 10.3390/s25030870"
"Problema Central Abordado","SOCs enfrentam escassez de pessoal qualificado, automação limitada, inconsistências na integração de processos e altas taxas de falsos positivos dos SIEMs com sobrecarga de análise manual que causa alert fatigue; em particular, as implementações existentes do SIEM open-source Wazuh ""lack direct integration with advanced AI capabilities"" que poderiam melhorar a precisão de detecção e a responsividade (Sec. 1, pp. 1-2)"
"Solução Proposta / Papel da Agentic AI","SERC (Security Event Response Copilot): um copilot LLM embutido como aba Copilot no dashboard do SIEM Wazuh, combinando (1) extração de dados de eventos de segurança via RAG e (2) orientação de resposta a incidentes baseada em LLM; um extrator LLM com Pixtral interpreta logs de eventos JSON do Wazuh (prompt one-shot), embeddings do BAAI/bge-large-en-v1.5 são armazenados em um banco vetorial Qdrant (cosine similarity) em três coleções — conhecimento geral de incident response, NIST CSF 2.0, MITRE ATT&CK (com serviço que sincroniza periodicamente atualizações do MITRE); um prompt builder consolida o contexto recuperado e o LLM (GPT-4o ou Pixtral 12B; temperature 0.1, top-k 50, top-p 0.9, max tokens 4096) gera orientação de mitigação sob medida, com recurso de chat para follow-up do analista (human-in-the-loop) (Sec. 3.1-3.4, pp. 11-16; Sec. 4.1, pp. 16-17)"
"Metodologia","Implementação de protótipo mais simulação ataque-defesa end-to-end: Atomic Red Team (Red Atomic Attack Emulator) executou seis tipos distintos de ataque (categorias listadas: Account Compromise, Data Loss, Malware, Phishing, Ransomware) mapeados a técnicas do MITRE ATT&CK (p.ex., T1078, T1486, T1204.002) em um endpoint monitorado com agentes Wazuh; 12 cenários de ataque avaliados; recomendações do copilot comparadas ao ground truth do SOCFortress Incident Response Plan usando cosine similarity e BERTScore (precision, recall, F1), comparando dois modelos (OpenAI GPT-4o vs. Pixtral 12B) (Sec. 4.2-4.3, pp. 17-19)"
"Impacto nas Métricas de MTTD e MTTR","Not specified — nenhuma medição de MTTD, MTTR, tempo de resposta ou latência é reportada; os benefícios à velocidade de resposta a incidentes são apenas qualitativos (LLMs em workflows de SOC podem ""mitigate analyst fatigue"", reduzir carga cognitiva e acelerar a tomada de decisão) (Sec. 2.2, p. 4; Sec. 2.8, p. 10); a avaliação mediu, em vez disso, a qualidade das respostas: cosine similarity — OpenAI atingiu pico de 75.81% (cenário 8) e caiu a 46.61% (cenário 6), Pixtral até 71.69% (cenário 9); BERTScore — Pixtral precision 84.5-87.0%, recall 85.6-87.5%, F1 85.4-87.2%; OpenAI recall 84.8-86.9%, F1 84.9-86.5% (Sec. 4.3, pp. 19-21)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Copilot de LLM único, não um sistema multiagente; mostra RAG como alternativa flexível e escalável ao fine-tuning para LLMs em SOC (threat intelligence em tempo real sem overhead de retreinamento) (Sec. 2.8, p. 10); a comparação de modelos encontrou forças complementares — Pixtral consistentemente estável (precision, recall, F1) mas com platô em alguns cenários, OpenAI mais adaptável porém variável com quedas em recall/F1 (Sec. 5, p. 21); overhead de orquestração, custo e nível de autonomia Not specified"
"Limitações / Trabalhos Futuros","Ambos os modelos ""demonstrate room for improvement"" onde o alinhamento com o ground truth se mostrou mais desafiador: o desempenho do Pixtral atingiu platô em certos cenários e o OpenAI mostrou inconsistência no equilíbrio entre precision e recall; trabalhos futuros: fine-tuning de ambos os modelos com datasets específicos de domínio, treinamento específico por cenário para phishing e ransomware, adversarial training e active learning com feedback de especialistas, e extensão do framework para integração com sistemas SOAR visando automação end-to-end do ciclo de vida de resposta a incidentes (Sec. 5, p. 21)"
"Relevância para Minha Dissertação","Este artigo é uma instância concreta e reprodutível de um copilot LLM para resposta a incidentes embutido em um SIEM open-source (Wazuh), correspondendo diretamente ao tema da dissertação de copilots de Agentic AI em incident response. Sua arquitetura RAG (Qdrant + bge-large-en-v1.5 + três coleções de conhecimento cobrindo NIST CSF 2.0, MITRE ATT&CK e playbooks de IR) oferece um padrão de projeto transferível para ancorar a orientação do copilot em frameworks operacionais. A simulação com Atomic Red Team usando playbooks do SOCFortress como ground truth, avaliada por cosine similarity e BERTScore, ilustra um protocolo de avaliação orientado a qualidade que a dissertação pode adaptar. Crucialmente, o artigo não mede MTTD/MTTR, expondo exatamente a lacuna que a dissertação ataca: quantificar impactos de time-to-detect e time-to-recover da assistência por copilot, e não apenas a qualidade textual das respostas."
"Pontuação de Relevância","Medium — um copilot LLM/RAG para resposta a incidentes em SOC é diretamente adjacente à dissertação (single-agent LLM ops), mas o estudo avalia qualidade de resposta (cosine similarity, BERTScore) e não reporta medições de MTTD/MTTR."
"ID do Artigo","P83"
