"Campo","Extração"
"Título","Applications, Challenges, and Future Directions of Human-in-the-Loop Learning"
"Autores","Sushant Kumar; Sumit Datta; Vishakha Singh; Deepanwita Datta; Sanjay Kumar Singh; Ritesh Sharma"
"Ano e Veículo","2024; IEEE Access (Volume 12, pp. 75735-75759; DOI 10.1109/ACCESS.2024.3401547)"
"Problema Central Abordado","Técnicas de automação baseadas em ML ""are facing difficulties like decision-making"", e sistemas human-in-the-loop (HITL) que integram expertise humana com ML enfrentam ""a number of methodological, technical, and ethical difficulties"" no desenvolvimento e na aplicação, incluindo qualidade dos dados, viés e engajamento do usuário. O artigo não é enquadrado em torno de operações de TI, SRE, observabilidade ou resposta a incidentes (Abstract & Sec. I, p. 75735)"
"Solução Proposta / Papel da Agentic AI","Nenhum sistema agêntico é proposto; o artigo revisa metodologias HITL que inserem feedback humano no pipeline de ML: Active Learning (a estratégia de consulta seleciona amostras incertas para rotulagem por humano/oráculo), Reinforcement Learning a partir de feedback humano (humanos fornecem ações/preferências, p. ex., regret preference modeling, RLHF para sumarização) e Explainable AI (explicações permitem a supervisão humana); além de crowdsourcing e ML interativo nas etapas de processamento de dados, treinamento de modelos e implantação de sistemas (Sec. II, pp. 75737-75739; Sec. I, p. 75736)"
"Metodologia","Revisão narrativa de literatura (""comprehensive review and analysis of the research on HITL"") com classificação/comparação de métodos HITL, avaliações qualitativas e estudos de caso em vários domínios (veículos autônomos, processamento de dados visuais, saúde, NLP/fala, serviços financeiros); nenhum protocolo de revisão sistemática, strings de busca, dataset ou tamanho de amostra é reportado (Sec. I-A, p. 75737; Sec. III, pp. 75739-75747)"
"Impacto nas Métricas de MTTD e MTTR","Não aplicável — nenhuma métrica de MTTD, MTTR, fadiga de alertas ou tempo de resolução de incidentes é reportada; os resultados operacionais mais próximos vêm de estudos HITL revisados em outros domínios, p. ex., anotação do dataset RUN ""64% faster compared to fully manual methods"" e DaME economizando ""14,000 hours of manual mapping work over a period of ten months"" (Sec. III-D, p. 75746; Sec. III-E, p. 75746)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Nenhum resultado de orquestração agêntica/multiagente; os resultados de colaboração humano-IA revisados incluem: a condução com HITL melhorou o desempenho da tarefa em ~7% com redução de ~35% na carga de trabalho física e ~50% na mental; a exibição de rótulos preditos pela IA proporcionou "">20% relative improvement"" na detecção humana de enganos; o agente AI-in-the-loop HAILEY elevou a empatia conversacional em 19,6% (38,9% para apoiadores com dificuldades) em um RCT com 300 participantes; o H-COAL fechou a lacuna de rotulagem IA-vs-humano ""up to 86% improvement with 20% correction""; protocolos AI-first produziram acurácia diagnóstica superior a human-first, humanos isolados ou IA (Sec. III-A, p. 75740; Sec. III-C, pp. 75743-75745)"
"Limitações / Trabalhos Futuros","Desafios reconhecidos: viés/subjetividade/inconsistência humanos, gargalos de escalabilidade do input humano, alto custo de especialistas e treinamento, complexidade de gerenciar feedback conflitante de especialistas, qualidade dos dados, interpretabilidade, aprendizado online, modelos pouco claros de colaboração humano-máquina, validação sem ground truth e questões éticas/legais (privacidade, viés); trabalhos futuros incluem feedback humano mais rico/granular, datasets compartilhados de feedback humano, estudos rigorosos com usuários, escolha do momento certo para intervenção, melhoria da capacidade de geração de LLMs e frameworks computacionais formais de HITL (Sec. IV, pp. 75747-75751; Sec. V, pp. 75751-75753)"
"Relevância para Minha Dissertação","Este survey fornece o vocabulário de design human-in-the-loop necessário para um copiloto de resposta a incidentes com Agentic AI, no qual o SRE permanece como autoridade decisória. Seu tratamento de active learning, RLHF e XAI mapeia-se nas preocupações do copiloto: quando escalar para o humano, como coletar feedback do operador para melhorar o agente e como as explicações sustentam a confiança durante incidentes. Os desafios que cataloga (gargalos de escalabilidade do feedback, viés humano, validação sem ground truth, momento da intervenção) antecipam modos de falha de um copiloto que mantém humanos no loop sob pressão de tempo. Entretanto, não oferece contexto de AIOps nem métricas de incidentes, podendo informar apenas o design de interação do copiloto, não a avaliação de MTTD/MTTR."
"Pontuação de Relevância","Baixa — tangencial: aborda o aprendizado HITL de forma ampla, sem conteúdo de AIOps, observabilidade, resposta a incidentes ou MTTD/MTTR, contribuindo apenas com princípios de design human-in-the-loop para o copiloto."
"ID do Artigo","P08"
