"Campo","Extração"
"Título","TAMO: Fine-Grained Root Cause Analysis via Tool-Assisted LLM Agent With Multi-Modality Observation Data in Cloud-Native Systems"
"Autores","Xiao Zhang; Qi Wang; Mingyi Li; Yuan Yuan; Mengbai Xiao; Fuzhen Zhuang; Dongxiao Yu"
"Ano e Veículo","2025; IEEE Transactions on Services Computing (TSC), Vol. 18, No. 6, novembro/dezembro de 2025, pp. 4221-4233; DOI 10.1109/TSC.2025.3629066"
"Problema Central Abordado","Análise de causa raiz (RCA) de granularidade fina em sistemas de microsserviços cloud-native, em que as abordagens existentes baseadas em LLM enfrentam três desafios: restrição de entrada multimodal (a maioria suporta apenas dados de log ou de código, ignorando métricas/traces), limitação da janela de contexto (LLMs não conseguem ingerir dados massivos de métricas em tempo real) e grafos de dependência dinâmicos (cadeias de chamadas de serviços em evolução dificultam a modelagem dos caminhos de propagação de falhas) (Sec. I, p. 4221-4222)"
"Solução Proposta / Papel da Agentic AI","TAMO: um framework de agente LLM assistido por ferramentas com três ferramentas específicas de domínio e um agente: T1, ferramenta de alinhamento multimodal (modelo de difusão colaborativa de ramo duplo com backbone Transformer baseado em patches, condicionado a padrões de log extraídos pelo Drain/palavras-chave TF-IDF e KPIs de traces), que unifica logs, traces e métricas em representações alinhadas no tempo; T2, ferramenta de localização de causa raiz (filtragem passa-alta via FFT + grafo causal com self-attention no domínio da frequência + GAT para simular a propagação de falhas); T3, ferramenta de classificação de tipos de falha (Transformer encoder + GAT + MLP com weighted BCE loss); e um RCA Expert Agent A usando GPT-4, que sintetiza as saídas de T2/T3 junto com o contexto do sistema via prompts estruturados para produzir um relatório de análise de falhas e sugestões de reparo para site reliability engineers (human-in-the-loop: as saídas auxiliam engenheiros em vez de executar remediação autônoma) (Sec. III, p. 4223-4227, Figs. 2-3)"
"Metodologia","Experimentos empíricos/controlados em dois datasets públicos de benchmark: Dataset A (AIOps Challenge, injeção de falhas no sistema de microsserviços HipsterShop; 10 serviços, 4 pods cada = 40 pods em 6 nós; métricas, logs, traces; 15 tipos de falha) e Dataset B (sistema SocialNetwork, 21 microsserviços, injeção de falhas com Chaosblade, 3 tipos de falha); baselines: Eadro, HolisticRCA, TimesNet, SegRNN, DejaVu, Transformer, LightGBM; métricas: Acc@1/3/5 para localização e micro/macro Precision, Recall, F1 para classificação; implementação em NVIDIA RTX 3090, PyTorch 2.4.0, treinamento em estágios (T1 pré-treinada e depois congelada, em seguida T2, T3, fine-tuning conjunto por 5 épocas); além de estudo de ablação, sensibilidade a hiperparâmetros, análise de eficiência e um estudo de caso do mundo real no HipsterShop (Sec. IV, p. 4227-4230)"
"Impacto nas Métricas de MTTD e MTTR","Não especificado. O artigo não reporta medições de MTTD, MTTR, fadiga de alertas ou tempo de resolução; o impacto é apenas qualitativo: a RCA visa ""minimizing human intervention"" e as saídas do agente ajudam engenheiros a tomar ""reasonable remediation actions, thus enhancing system reliability and response efficiency"" (Sec. I, p. 4221; Sec. III-D, p. 4226)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","O TAMO supera o SOTA com melhoria média de 4.8% em Acc@1 (localização de causa raiz) e de 10.8% em MiPr (classificação de tipos de falha); no dataset An atinge MiPr 0.8718 e MiF1 0.8831, superando o HolisticRCA em 24.99% e 19.85%; MiPr 0.7164 (As) e 0.7182 (Ap) excedem os melhores baselines em 8.09% e 12.69%; eficiência: treinamento de 0.81 s/época (Dataset B) e 5.7 s (Dataset A), inferência de 0.17 s/amostra (ligeiramente mais lenta que o Eadro, mas atende às necessidades de RCA em tempo real); parâmetros: T1 9.32M, T2 1.38M, T3 258.32K; estudo de caso: 97.96% de confiança de localização para o Currency Service e 82.39% para o CheckoutPod0, e o agente assistido por ferramentas produziu análises precisas, enquanto um LLM com dados brutos apresentou ""significant omissions and misjudgments"" devido a limitações de contexto; as ablações mostram que remover T1, o ramo temporal ou a FFT degrada o desempenho (Sec. I, p. 4222; Sec. IV, p. 4228-4231, Tables II-IV, Figs. 5-7)"
"Limitações / Trabalhos Futuros","⚠ Ambíguo: o artigo não possui seção explícita de limitações ou trabalhos futuros. Limitações implícitas reportadas nos resultados: o desempenho é altamente sensível ao hiperparâmetro beta (""minor changes causing sharp accuracy drops""); mu em valores de fronteira (0 ou 1) causa degradação significativa; a inferência é ligeiramente mais lenta que a do Eadro; alguns baselines exigiram particionamento dos datasets devido à heterogeneidade de entidades; os datasets são benchmarks com injeção de falhas, e não incidentes de produção (Sec. IV-F, p. 4229-4230, Fig. 4)"
"Relevância para Minha Dissertação","O TAMO é uma instância concreta de um copilot agêntico baseado em LLM para resposta a incidentes: um agente especialista com GPT-4 orquestrando ferramentas de percepção especializadas sobre dados multimodais de observabilidade (logs, métricas, traces) para localizar causas raiz, classificar tipos de falha e recomendar remediações a SREs. Ele aborda diretamente a fase de diagnóstico que determina MTTD/MTTR, e seu design de desacoplamento em ferramentas resolve os problemas de janela de contexto e de modalidade que qualquer copilot de observabilidade enfrenta. Contudo, avalia métricas de acurácia (Acc@K, F1) em vez de MTTD/MTTR, de modo que, para a dissertação, serve como evidência arquitetural e metodológica (design de agente único assistido por ferramentas, relatórios human-in-the-loop, datasets de benchmark HipsterShop/SocialNetwork) em vez de evidência métrica direta. Sua comparação entre a saída de LLM assistida por ferramentas e com dados brutos também sustenta o argumento de que o scaffolding agêntico é necessário para copilots de incidentes confiáveis."
"Pontuação de Relevância","Média — um framework de AIOps/RCA com agente LLM altamente adjacente à dissertação (copilot de diagnóstico de incidentes com observabilidade multimodal), mas que não mede MTTD ou MTTR diretamente."
"ID do Artigo","P23"
