"Campo","Extração"
"Título","Application of Large Language Models in Cybersecurity: A Systematic Literature Review"
"Autores","Ismayil Hasanov; Seppo Virtanen; Antti Hakkala; Jouni Isoaho"
"Ano e Veículo","2024; IEEE Access, vol. 12, pp. 176751-176773 (DOI 10.1109/ACCESS.2024.3505983)"
"Problema Central Abordado","Clara falta de estudos sistemáticos holísticos sobre a aplicação e o impacto de LLMs em cybersecurity: as surveys existentes cobrem apenas aspectos isolados (defensivo, ofensivo ou ético) e muitas são preprints sem peer review, impedindo uma compreensão mais ampla dessa tecnologia emergente (Sec. I, pp. 176751-176752)"
"Solução Proposta / Papel da Agentic AI","Not applicable (estudo secundário; nenhum sistema é proposto). A SLR cataloga usos de AI/LLM em cybersecurity defensiva e ofensiva, cyberethics, direito e governança; abordagens de estilo agêntico revisadas incluem agentes LLM no ambiente NetSecGame, o PENTESTGPT (módulos Reasoning, Generation e Parsing), o Auto-GPT, o Wintermute (escalada de privilégios guiada por LLM) e o sistema de diálogo Cyber Sentinel com GPT-4, que integra base de assinaturas IoC, SIEM e LLM (Sec. IV-F, pp. 176767-176768; Sec. IV-G, pp. 176768-176769)"
"Metodologia","Systematic Literature Review (adaptação simplificada das Kitchenham Guidelines e do PRISMA); 8 bases/plataformas (arXiv, IEEE Xplore, ResearchGate, Scopus, Google Scholar, ScienceDirect, SpringerLink, ACM Digital Library) consultadas com 26 conjuntos de keywords; 250 artigos triados, 177 (2018-março/2024) retidos e classificados em 7 categorias temáticas; 68% da literatura revisada publicada em 2023 (Abstract; Sec. II, pp. 176753-176755)"
"Impacto nas Métricas de MTTD e MTTR","Not specified — nenhuma métrica quantificada de MTTD, MTTR ou alert fatigue é reportada; apenas achados qualitativos: estudos revisados apontam ""accelerated response times due to AI's automation of the analysis and prioritization of security alerts"" e que AI/ML no Open XDR habilita detecção em tempo real, reduz falsos positivos e melhora a eficiência geral das operações de cybersecurity (Sec. IV-C3, p. 176760; Sec. IV-C5, p. 176761)"
"Impacto Geral em Agentic AI / Sistemas Multiagente","Agentes LLM no NetSecGame ""can surpass traditional reinforcement learning agents and human testers in planning and executing complex cybersecurity tasks"", apesar de desafios como custo e instabilidade do modelo; o PENTESTGPT é superior ao ChatGPT padrão, mas enfrenta desafios para manter contexto; ChatGPT/Auto-GPT geram código malicioso funcional em minutos; no Wintermute, o GPT-4 supera GPT-3.5-turbo e Llama2, mas os LLMs frequentemente repetiam comandos de enumeração e falhavam em explorar efetivamente as vulnerabilidades encontradas (Sec. IV-G, pp. 176768-176769; Sec. IV-F, pp. 176767-176768)"
"Limitações / Trabalhos Futuros","Apenas abstract, introdução, discussão e conclusão de cada artigo foram analisados em detalhe (conteúdo principal percorrido superficialmente); cut-off da revisão em março/2024; os LLMs revisados exibem hallucinations e maior taxa de erro sem treinamento domain-specific, exigindo supervisão humana; os autores identificam a ausência de estudos sobre LLMs para análise de tráfego de rede / network security como lacuna de pesquisa e propõem treinar um LLM para classificar fluxos de pacotes como legítimos ou maliciosos (Sec. II, p. 176754; Sec. V, pp. 176771-176772; Sec. VI, pp. 176772-176773)"
"Relevância para Minha Dissertação","Esta SLR mapeia o panorama de LLMs em segurança no qual um copiloto de Agentic AI para resposta a incidentes se insere, consolidando evidências de que LLMs são eficazes em log analysis, threat detection e triagem explicável de alertas. Sua revisão de sistemas de estilo agêntico (agentes NetSecGame superando baselines de RL e testadores humanos, PENTESTGPT, Cyber Sentinel, HuntGPT) sustenta a viabilidade de designs agênticos para operações de segurança. Seus achados sobre hallucination, custo e instabilidade de modelo motivam diretamente o enquadramento human-in-the-loop do copiloto na dissertação. Contudo, não reporta medições de MTTD/MTTR, servindo como background e trabalho relacionado, e não como baseline de métricas."
"Pontuação de Relevância","Medium — trabalho adjacente: consolida evidências de detecção/resposta baseadas em LLM e de agentes LLM relevantes para operações de segurança de tipo AIOps, mas não mede MTTD/MTTR com abordagem agêntica."
"ID do Artigo","P52"
