"Campo","Extração"
"Título","ARM: Autonomous Remediation and Management With LLM Agents for Intent-Driven Control"
"Autores","Vasilis Avgerinos; Kostas Ramantas; Luis Alonso; Christos Verikoukis"
"Ano e Veículo","2026 (publicado online em 26 de dezembro de 2025); IEEE Internet of Things Journal, vol. 13, no. 9"
"Problema Central Abordado","A crescente complexidade das infraestruturas cloud-native, de edge e de IoT torna insustentáveis a configuração manual, a remediação de falhas e a gestão do ciclo de vida, enquanto a automação baseada em regras ou em ML sob medida carece de adaptabilidade e explicabilidade (Abstract; Sec. I, p. 1). Os autores também visam uma lacuna nos trabalhos atuais de AIOps com agentes LLM: um ""overwhelming focus on problem identification rather than autonomous mitigation"", deixando a recuperação para intervenção manual (Sec. II-C, p. 3)."
"Solução Proposta / Papel da Agentic AI","ARM: um framework em malha fechada, orientado por intenções (intent-driven), no qual intenções definidas pelo usuário geram loops de monitoramento baseados em Prometheus; diante de uma violação de SLA, um objeto de intenção estruturado aciona um agente LLM único (influenciado por ReAct, com loop baseado em rodadas intercalando planejamento, invocação de ferramentas e raciocínio) que realiza RCA e executa mitigações (reagendamento de pods, escalonamento, atualizações de configuração) via um servidor MCP que expõe ferramentas por meio de uma API (Abstract; Sec. III-D, p. 3; Sec. IV-A, p. 3-4). As ferramentas são agrupadas em quatro categorias (planejamento, Kubernetes, monitoramento, utilidades); um system prompt impõe regras de planejamento em primeiro lugar (create_action_plan primeiro, replanejamento em caso de contradição, término apenas após generate_operational_summary), raciocínio baseado em evidências primeiro, viés para ação e heurísticas de padrão-para-ação; salvaguardas e fluxos de aprovação humana podem ser configurados por ferramenta (Sec. IV-B e IV-C, p. 4-5). Os agentes são construídos sobre GPT-5 (primário) e GPT-5-mini (baseline) (Sec. VI, p. 7). O loop de agente único é escolhido em vez de designs multiagente/planner-executor por questões de auditabilidade (Sec. IV-A, p. 4)."
"Metodologia","Implantação de protótipo com avaliação sistemática e controlada por injeção de falhas (chaos engineering) em um cluster Kubernetes K3s cloud-edge virtualizado com sete nós virtualizados em QEMU distribuídos em três zonas (dois nós de nuvem 4 vCPU/4 GB, quatro nós de edge 2 vCPU/2 GB, um nó de gerenciamento), com observabilidade Prometheus/Grafana (Sec. V-A, p. 5). Cargas de trabalho IoT sintéticas geradas com um framework MuBench estendido para três aplicações: IoT Gateway (3 microsserviços), Smart Manufacturing (8 microsserviços), Smart City Traffic Management (12 microsserviços); 20 experimentos por aplicação, resultando em 60 cenários de falha cobrindo anomalias em nível de pod (CPU, memória, disrupção de pod) e em nível de nó (contenção de CPU/memória via chaosd), além de controles de baseline (Sec. V-B e V-C, p. 5-6). Protocolo de quatro fases (reset/warmup, coleta de baseline, injeção de caos, recuperação pelo agente); a recuperação é considerada bem-sucedida se as métricas pós-intervenção estiverem dentro da tolerância em relação ao baseline (epsilon = 0.15 para latência no percentil 95, 0.01 para taxa de sucesso de requisições) (Sec. V-D e V-E, p. 6-7)."
"Impacto nas Métricas de MTTD e MTTR","MTTD e MTTR não são reportados nominalmente, mas resultados de detecção/identificação e de tempo de resolução são apresentados: o agente ""identifies SLA violations with 52.9% accuracy and mitigates 70.7% of them successfully"" (Abstract, p. 1); o agente GPT-5 ""restores SLA metrics in roughly 80% of fault injection runs"" com identificação correta ""in about 78% of cases"" (Sec. VII, p. 9). Tempo de remediação em relógio de parede: GPT-5 tipicamente mais rápido que GPT-5-mini (por exemplo, 5.2 vs 12.8 min para IoT Gateway), exceto Smart City (11.8 vs 7.4 min) (Sec. VI-B, p. 8). Métrica de recuperação de latência Rlat: GPT-5 recuperou 80.4% e GPT-5-mini 79.4% da degradação de desempenho induzida por estresse de CPU, apesar de sucesso binário moderado (55.6% e 44.4%) (Sec. VI-A, p. 7). Nenhum baseline com operador humano ou não agêntico para tempo de detecção ou resolução é reportado (Não especificado)."
"Impacto Geral em Agentic AI / Sistemas Multiagente","Demonstra a viabilidade de um agente LLM fechar o ciclo completo detectar-diagnosticar-mitigar; apresentado como o primeiro sistema agêntico orientado por LLM que mitiga autonomamente violações de SLA por meio de ações em nível de infraestrutura em ambientes cloud-edge/IoT (Sec. I, p. 2). Efeitos do tamanho do modelo: o GPT-5 precisa de menos rodadas de raciocínio para incidentes em nível de pod (10.2-23.0 vs 27.7-34.2 do GPT-5-mini) e mantém >80% de acurácia de identificação conforme a complexidade da topologia cresce, enquanto o GPT-5-mini cai para 64.7% na topologia de 12 serviços e falha em reconhecer o baseline saudável (0.0%) (Sec. VI-A e VI-B, p. 7-8). A análise de chamadas de ferramentas mostra que chamadas de observabilidade dominam sobre atuação, indicando um agente cauteloso e orientado à coleta de evidências; o GPT-5-mini exibe replanejamento fragmentado por tentativa e erro (Sec. VI-C, p. 8-9). Os autores argumentam que a escalabilidade depende mais de compressão de contexto e otimização de tooling do que de modelos maiores (Sec. VI-B, p. 8); o loop de agente único é preferido a frameworks multiagente por auditabilidade e explicabilidade (Sec. IV-A, p. 4)."
"Limitações / Trabalhos Futuros","Limitações reconhecidas: ""nonnegligible wall-clock remediation times for the largest topology, and a distinct performance gap between model sizes"", sugerindo que o controle zero-touch atualmente exige modelos de classe fronteira (Sec. VII, p. 9); a métrica de sucesso binária obscurece recuperações parciais, e VMs emuladas com recursos restritos às vezes tornam fisicamente impossível o retorno completo ao baseline (Sec. VI-A, p. 7); o sucesso do modelo menor pode exceder sua acurácia de identificação devido a falhas latentes com pouca degradação observável (Sec. VI-A, p. 7-8). Trabalhos futuros: paradigmas de compressão de contexto, arquiteturas de agentes mais profundas com um conjunto de ferramentas mais diverso (incluindo detecção de anomalias baseada em ML), fine-tuning de modelos menores, formalização de salvaguardas de segurança para ações de alto impacto e implantação em testbeds IoT reais maiores e mais heterogêneos (Sec. VII, p. 9)."
"Relevância para Minha Dissertação","Este artigo é uma instanciação quase direta do tema da dissertação: um agente LLM que tanto detecta violações de SLA (proxy para MTTD) quanto as remedia autonomamente (proxy para MTTR) em uma stack de observabilidade Kubernetes, fechando o loop de AIOps que a maior parte dos trabalhos anteriores deixa no diagnóstico. Sua arquitetura (loop no estilo ReAct acionado por intenções, servidor de ferramentas MCP sobre kubectl/Prometheus, prompt com planejamento em primeiro lugar e salvaguardas de aprovação humana configuráveis) fornece uma referência concreta de projeto para um agente de resposta a incidentes no estilo copiloto. Seu protocolo de avaliação (injeção de caos, critério de recuperação relativo ao baseline, acurácia de identificação, sucesso de remediação, tempo de resolução em relógio de parede, rodadas de raciocínio) oferece métricas reutilizáveis, ainda que MTTD/MTTR não sejam nomeados explicitamente. Os achados sobre agente único vs. tamanho de modelo e o uso de ferramentas dominado por observabilidade informam trade-offs entre autonomia, custo e auditabilidade relevantes ao projeto do copiloto."
"Pontuação de Relevância","Alta - o artigo mede empiricamente a acurácia de detecção e o tempo de resolução/remediação de incidentes com uma abordagem AIOps autônoma baseada em agentes LLM, correspondendo diretamente ao foco da dissertação, ainda que os rótulos MTTD/MTTR não sejam utilizados."
"ID do Artigo","P22"
